,best
adjunct_island,0.362
adv_order,0.526
wh_vs_that_with_gap,0.068
anaphor_gender_agreement,0.504
anaphor_number_agreement,0.511
recursion_pp_verb_long,0.009
center_embedding_double_1,0.211
recursion_pp_verb_medium,0.066
center_embedding_double_2,0.817
recursion_pp_verb_short,0.191
center_embedding_single_1,0.063
subj_aux_vary_verb_rc,0.483
center_embedding_single_2,0.846
complex_np_island,0.558
recursion_poss_transitive_medium,0.947
coordinate_structure_constrain_object_extraction,0.412
subj_aux_vary_verb_pp,0.516
determiner_noun_agreement_1,0.453
subj_verb_vary_verb,0.455
determiner_noun_agreement_2,0.502
svo_vos,0.566
determiner_noun_agreement_adj_1,0.468
swapped_ditransitive_1,0.56
determiner_noun_agreement_adj_2,0.496
ellipsis,0.396
green_ideas,0.575
intransitive,0.485
recursion_poss_transitive_short,0.875
left_branch_island_simple_question,0.536
recursion_pp_is_long,0.537
matrix_question_npi_licensor_present,0.106
npi_present,0.373
swapped_ditransitive_2,0.449
only_npi_licensor_present,1.0
only_npi_scope,0.178
pp_order,0.468
principle_A_c_command,0.488
principle_A_domain_1,0.498
principle_A_domain_2,0.509
principle_A_domain_3,0.494
transitive,0.474
recursion_intensifier_adj_long,0.498
wh_island,0.973
recursion_intensifier_adj_medium,0.532
wh_questions_object_gap,0.623
recursion_intensifier_adj_short,0.652
wh_vs_that_with_gap_long_distance,0.134
recursion_intensifier_adv_long,0.51
wh_questions_object_gap_long_distance,0.575
recursion_intensifier_adv_medium,0.471
wh_questions_subject_gap,0.404
recursion_intensifier_adv_short,0.359
wh_questions_subject_gap_long_distance,0.403
recursion_poss_ditransitive_long,0.711
recursion_pp_is_medium,0.519
recursion_poss_ditransitive_medium,0.635
recursion_pp_is_short,0.58
recursion_poss_ditransitive_short,0.608
wh_vs_that_no_gap,1.0
recursion_poss_transitive_long,0.948
subj_aux_agreement_question_vary_subj,0.488
sentential_negation_npi_licensor_present,0.327
wh_vs_that_no_gap_long_distance,0.993
sentential_negation_npi_scope,0.358
subj_aux_vary_subj,0.509
subj_aux_agreement_question_vary_aux,0.538
subj_aux_vary_verb,0.566
