,best
adjunct_island,0.645
adv_order,0.692
anaphor_gender_agreement,0.502
anaphor_number_agreement,0.491
center_embedding_double_1,0.515
center_embedding_double_2,0.963
center_embedding_single_1,0.34
center_embedding_single_2,0.975
complex_np_island,0.603
coordinate_structure_constrain_object_extraction,0.694
determiner_noun_agreement_1,0.483
determiner_noun_agreement_2,0.597
determiner_noun_agreement_adj_1,0.519
determiner_noun_agreement_adj_2,0.593
ellipsis,0.437
green_ideas,0.418
intransitive,0.643
left_branch_island_simple_question,0.568
matrix_question_npi_licensor_present,0.011
npi_present,0.404
only_npi_licensor_present,0.998
only_npi_scope,0.215
pp_order,0.839
principle_A_c_command,0.496
principle_A_domain_1,1.0
principle_A_domain_2,0.513
principle_A_domain_3,0.47
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.619
recursion_poss_ditransitive_medium,0.648
recursion_poss_ditransitive_short,0.65
recursion_poss_transitive_long,0.941
recursion_poss_transitive_medium,0.904
recursion_poss_transitive_short,0.962
recursion_pp_is_long,0.452
recursion_pp_is_medium,0.153
recursion_pp_is_short,0.375
recursion_pp_verb_long,1.0
recursion_pp_verb_medium,1.0
recursion_pp_verb_short,1.0
sentential_negation_npi_licensor_present,0.519
sentential_negation_npi_scope,0.635
subj_aux_agreement_question_vary_aux,0.518
subj_aux_agreement_question_vary_subj,0.49
subj_aux_vary_subj,0.577
subj_aux_vary_verb,0.734
subj_aux_vary_verb_pp,0.469
subj_aux_vary_verb_rc,0.482
subj_verb_vary_verb,0.433
svo_vos,0.671
swapped_ditransitive_1,0.695
swapped_ditransitive_2,0.671
transitive,0.807
wh_island,0.92
wh_questions_object_gap,0.176
wh_questions_object_gap_long_distance,0.193
wh_questions_subject_gap,0.712
wh_questions_subject_gap_long_distance,0.612
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,0.998
wh_vs_that_with_gap,0.371
wh_vs_that_with_gap_long_distance,0.379
