,best
adjunct_island,0.778
adv_order,0.752
wh_vs_that_with_gap,0.147
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.541
recursion_pp_verb_long,0.119
center_embedding_double_1,0.399
recursion_pp_verb_medium,0.216
center_embedding_double_2,0.724
recursion_pp_verb_short,0.461
center_embedding_single_1,0.648
subj_aux_vary_verb_rc,0.472
center_embedding_single_2,0.943
complex_np_island,0.394
recursion_poss_transitive_medium,0.91
coordinate_structure_constrain_object_extraction,0.54
subj_aux_vary_verb_pp,0.421
determiner_noun_agreement_1,0.551
subj_verb_vary_verb,0.432
determiner_noun_agreement_2,0.611
svo_vos,0.4
determiner_noun_agreement_adj_1,0.522
swapped_ditransitive_1,0.767
determiner_noun_agreement_adj_2,0.605
ellipsis,0.587
green_ideas,0.385
intransitive,0.533
recursion_poss_transitive_short,0.946
left_branch_island_simple_question,0.046
recursion_pp_is_long,0.676
matrix_question_npi_licensor_present,0.589
npi_present,0.435
swapped_ditransitive_2,0.756
only_npi_licensor_present,1.0
only_npi_scope,0.942
pp_order,0.841
principle_A_c_command,0.516
principle_A_domain_1,1.0
principle_A_domain_2,0.508
principle_A_domain_3,0.489
transitive,0.884
recursion_intensifier_adj_long,1.0
wh_island,0.641
recursion_intensifier_adj_medium,1.0
wh_questions_object_gap,0.332
recursion_intensifier_adj_short,1.0
wh_vs_that_with_gap_long_distance,0.144
recursion_intensifier_adv_long,0.0
wh_questions_object_gap_long_distance,0.194
recursion_intensifier_adv_medium,0.0
wh_questions_subject_gap,0.651
recursion_intensifier_adv_short,0.0
wh_questions_subject_gap_long_distance,0.7
recursion_poss_ditransitive_long,0.782
recursion_pp_is_medium,0.477
recursion_poss_ditransitive_medium,0.782
recursion_pp_is_short,0.141
recursion_poss_ditransitive_short,0.794
wh_vs_that_no_gap,0.997
recursion_poss_transitive_long,0.756
subj_aux_agreement_question_vary_subj,0.492
sentential_negation_npi_licensor_present,0.15
wh_vs_that_no_gap_long_distance,0.993
sentential_negation_npi_scope,0.416
subj_aux_vary_subj,0.605
subj_aux_agreement_question_vary_aux,0.638
subj_aux_vary_verb,0.681
