,best
adjunct_island,0.514
adv_order,0.493
anaphor_gender_agreement,0.499
anaphor_number_agreement,0.556
center_embedding_double_1,0.397
center_embedding_double_2,0.888
center_embedding_single_1,0.279
center_embedding_single_2,0.882
complex_np_island,0.402
coordinate_structure_constrain_object_extraction,0.362
determiner_noun_agreement_1,0.464
determiner_noun_agreement_2,0.502
determiner_noun_agreement_adj_1,0.478
determiner_noun_agreement_adj_2,0.498
ellipsis,0.3
green_ideas,0.56
intransitive,0.649
left_branch_island_simple_question,0.437
matrix_question_npi_licensor_present,0.391
npi_present,0.582
only_npi_licensor_present,0.905
only_npi_scope,0.733
pp_order,0.619
principle_A_c_command,0.529
principle_A_domain_1,0.414
principle_A_domain_2,0.496
principle_A_domain_3,0.495
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.48
recursion_poss_ditransitive_medium,0.549
recursion_poss_ditransitive_short,0.604
recursion_poss_transitive_long,0.94
recursion_poss_transitive_medium,0.959
recursion_poss_transitive_short,0.96
recursion_pp_is_long,0.543
recursion_pp_is_medium,0.347
recursion_pp_is_short,0.16
recursion_pp_verb_long,0.0
recursion_pp_verb_medium,0.0
recursion_pp_verb_short,0.193
sentential_negation_npi_licensor_present,0.154
sentential_negation_npi_scope,0.759
subj_aux_agreement_question_vary_aux,0.536
subj_aux_agreement_question_vary_subj,0.494
subj_aux_vary_subj,0.573
subj_aux_vary_verb,0.536
subj_aux_vary_verb_pp,0.52
subj_aux_vary_verb_rc,0.516
subj_verb_vary_verb,0.544
svo_vos,0.281
swapped_ditransitive_1,0.824
swapped_ditransitive_2,0.811
transitive,0.525
wh_island,0.976
wh_questions_object_gap,0.369
wh_questions_object_gap_long_distance,0.335
wh_questions_subject_gap,0.731
wh_questions_subject_gap_long_distance,0.714
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,0.997
wh_vs_that_with_gap,0.298
wh_vs_that_with_gap_long_distance,0.546
