,best
adjunct_island,0.354
adv_order,0.233
anaphor_gender_agreement,0.495
anaphor_number_agreement,0.456
center_embedding_double_1,0.514
center_embedding_double_2,0.888
center_embedding_single_1,0.344
center_embedding_single_2,0.677
complex_np_island,0.4
coordinate_structure_constrain_object_extraction,0.515
determiner_noun_agreement_1,0.521
determiner_noun_agreement_2,0.497
determiner_noun_agreement_adj_1,0.483
determiner_noun_agreement_adj_2,0.501
ellipsis,0.076
green_ideas,0.502
intransitive,0.407
left_branch_island_simple_question,0.429
matrix_question_npi_licensor_present,0.477
npi_present,0.042
only_npi_licensor_present,1.0
only_npi_scope,0.771
pp_order,0.183
principle_A_c_command,0.496
principle_A_domain_1,0.177
principle_A_domain_2,0.521
principle_A_domain_3,0.511
recursion_intensifier_adj_long,0.778
recursion_intensifier_adj_medium,0.513
recursion_intensifier_adj_short,0.178
recursion_intensifier_adv_long,0.227
recursion_intensifier_adv_medium,0.498
recursion_intensifier_adv_short,0.832
recursion_poss_ditransitive_long,0.544
recursion_poss_ditransitive_medium,0.562
recursion_poss_ditransitive_short,0.573
recursion_poss_transitive_long,0.626
recursion_poss_transitive_medium,0.616
recursion_poss_transitive_short,0.573
recursion_pp_is_long,0.626
recursion_pp_is_medium,0.368
recursion_pp_is_short,0.347
recursion_pp_verb_long,0.0
recursion_pp_verb_medium,0.0
recursion_pp_verb_short,0.009
sentential_negation_npi_licensor_present,0.821
sentential_negation_npi_scope,0.209
subj_aux_agreement_question_vary_aux,0.514
subj_aux_agreement_question_vary_subj,0.483
subj_aux_vary_subj,0.509
subj_aux_vary_verb,0.448
subj_aux_vary_verb_pp,0.54
subj_aux_vary_verb_rc,0.486
subj_verb_vary_verb,0.532
svo_vos,0.441
swapped_ditransitive_1,0.698
swapped_ditransitive_2,0.636
transitive,0.571
wh_island,0.941
wh_questions_object_gap,0.622
wh_questions_object_gap_long_distance,0.589
wh_questions_subject_gap,0.784
wh_questions_subject_gap_long_distance,0.88
wh_vs_that_no_gap,0.991
wh_vs_that_no_gap_long_distance,0.996
wh_vs_that_with_gap,0.276
wh_vs_that_with_gap_long_distance,0.281
