,best
adjunct_island,0.494
adv_order,0.585
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.499
center_embedding_double_1,0.36
center_embedding_double_2,0.878
center_embedding_single_1,0.216
center_embedding_single_2,0.923
complex_np_island,0.656
coordinate_structure_constrain_object_extraction,0.455
determiner_noun_agreement_1,0.468
determiner_noun_agreement_2,0.524
determiner_noun_agreement_adj_1,0.496
determiner_noun_agreement_adj_2,0.574
ellipsis,0.206
green_ideas,0.513
intransitive,0.478
left_branch_island_simple_question,0.291
matrix_question_npi_licensor_present,0.379
npi_present,0.542
only_npi_licensor_present,0.152
only_npi_scope,0.438
pp_order,0.533
principle_A_c_command,0.496
principle_A_domain_1,0.689
principle_A_domain_2,0.525
principle_A_domain_3,0.501
recursion_intensifier_adj_long,0.549
recursion_intensifier_adj_medium,0.693
recursion_intensifier_adj_short,0.878
recursion_intensifier_adv_long,0.432
recursion_intensifier_adv_medium,0.31
recursion_intensifier_adv_short,0.113
recursion_poss_ditransitive_long,0.576
recursion_poss_ditransitive_medium,0.596
recursion_poss_ditransitive_short,0.542
recursion_poss_transitive_long,0.456
recursion_poss_transitive_medium,0.571
recursion_poss_transitive_short,0.671
recursion_pp_is_long,0.884
recursion_pp_is_medium,0.942
recursion_pp_is_short,0.65
recursion_pp_verb_long,1.0
recursion_pp_verb_medium,0.998
recursion_pp_verb_short,0.605
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.228
subj_aux_agreement_question_vary_aux,0.444
subj_aux_agreement_question_vary_subj,0.486
subj_aux_vary_subj,0.526
subj_aux_vary_verb,0.453
subj_aux_vary_verb_pp,0.506
subj_aux_vary_verb_rc,0.508
subj_verb_vary_verb,0.461
svo_vos,0.356
swapped_ditransitive_1,0.791
swapped_ditransitive_2,0.789
transitive,0.641
wh_island,0.844
wh_questions_object_gap,0.415
wh_questions_object_gap_long_distance,0.321
wh_questions_subject_gap,0.529
wh_questions_subject_gap_long_distance,0.53
wh_vs_that_no_gap,0.959
wh_vs_that_no_gap_long_distance,0.958
wh_vs_that_with_gap,0.248
wh_vs_that_with_gap_long_distance,0.401
