,best
adjunct_island,0.603
adv_order,0.663
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.513
center_embedding_double_1,0.387
center_embedding_double_2,0.903
center_embedding_single_1,0.36
center_embedding_single_2,0.939
complex_np_island,0.472
coordinate_structure_constrain_object_extraction,0.274
determiner_noun_agreement_1,0.465
determiner_noun_agreement_2,0.581
determiner_noun_agreement_adj_1,0.532
determiner_noun_agreement_adj_2,0.602
ellipsis,0.232
green_ideas,0.525
intransitive,0.488
left_branch_island_simple_question,0.187
matrix_question_npi_licensor_present,0.113
npi_present,0.439
only_npi_licensor_present,0.022
only_npi_scope,0.035
pp_order,0.56
principle_A_c_command,0.515
principle_A_domain_1,0.999
principle_A_domain_2,0.488
principle_A_domain_3,0.515
recursion_intensifier_adj_long,0.946
recursion_intensifier_adj_medium,0.997
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.039
recursion_intensifier_adv_medium,0.001
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.679
recursion_poss_ditransitive_medium,0.657
recursion_poss_ditransitive_short,0.567
recursion_poss_transitive_long,0.556
recursion_poss_transitive_medium,0.67
recursion_poss_transitive_short,0.74
recursion_pp_is_long,0.982
recursion_pp_is_medium,0.988
recursion_pp_is_short,0.426
recursion_pp_verb_long,1.0
recursion_pp_verb_medium,1.0
recursion_pp_verb_short,0.994
sentential_negation_npi_licensor_present,0.955
sentential_negation_npi_scope,0.272
subj_aux_agreement_question_vary_aux,0.426
subj_aux_agreement_question_vary_subj,0.486
subj_aux_vary_subj,0.531
subj_aux_vary_verb,0.452
subj_aux_vary_verb_pp,0.515
subj_aux_vary_verb_rc,0.497
subj_verb_vary_verb,0.397
svo_vos,0.537
swapped_ditransitive_1,0.892
swapped_ditransitive_2,0.808
transitive,0.728
wh_island,1.0
wh_questions_object_gap,0.294
wh_questions_object_gap_long_distance,0.254
wh_questions_subject_gap,0.598
wh_questions_subject_gap_long_distance,0.626
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,1.0
wh_vs_that_with_gap,0.068
wh_vs_that_with_gap_long_distance,0.057
