,checkpoint-4000
adjunct_island,0.688
adv_order,0.348
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.454
center_embedding_double_1,0.259
center_embedding_double_2,0.995
center_embedding_single_1,0.077
center_embedding_single_2,0.999
complex_np_island,0.429
coordinate_structure_constrain_object_extraction,0.466
determiner_noun_agreement_1,0.468
determiner_noun_agreement_2,0.581
determiner_noun_agreement_adj_1,0.53
determiner_noun_agreement_adj_2,0.602
ellipsis,0.484
green_ideas,0.536
intransitive,0.499
left_branch_island_simple_question,0.275
matrix_question_npi_licensor_present,0.684
npi_present,0.48
only_npi_licensor_present,0.023
only_npi_scope,0.867
pp_order,0.539
principle_A_c_command,0.479
principle_A_domain_1,1.0
principle_A_domain_2,0.522
principle_A_domain_3,0.497
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.629
recursion_poss_ditransitive_medium,0.548
recursion_poss_ditransitive_short,0.472
recursion_poss_transitive_long,0.908
recursion_poss_transitive_medium,0.942
recursion_poss_transitive_short,0.986
recursion_pp_is_long,0.836
recursion_pp_is_medium,0.445
recursion_pp_is_short,0.465
recursion_pp_verb_long,1.0
recursion_pp_verb_medium,1.0
recursion_pp_verb_short,1.0
sentential_negation_npi_licensor_present,0.411
sentential_negation_npi_scope,0.548
subj_aux_agreement_question_vary_aux,0.418
subj_aux_agreement_question_vary_subj,0.496
subj_aux_vary_subj,0.523
subj_aux_vary_verb,0.454
subj_aux_vary_verb_pp,0.498
subj_aux_vary_verb_rc,0.507
subj_verb_vary_verb,0.391
svo_vos,0.343
swapped_ditransitive_1,0.587
swapped_ditransitive_2,0.631
transitive,0.768
wh_island,0.952
wh_questions_object_gap,0.714
wh_questions_object_gap_long_distance,0.717
wh_questions_subject_gap,0.594
wh_questions_subject_gap_long_distance,0.578
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,1.0
wh_vs_that_with_gap,0.0
wh_vs_that_with_gap_long_distance,0.0
