,best
adjunct_island,0.681
adv_order,0.526
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.495
center_embedding_double_1,0.464
center_embedding_double_2,0.848
center_embedding_single_1,0.398
center_embedding_single_2,0.82
complex_np_island,0.373
coordinate_structure_constrain_object_extraction,0.276
determiner_noun_agreement_1,0.467
determiner_noun_agreement_2,0.568
determiner_noun_agreement_adj_1,0.508
determiner_noun_agreement_adj_2,0.566
ellipsis,0.177
green_ideas,0.465
intransitive,0.539
left_branch_island_simple_question,0.053
matrix_question_npi_licensor_present,0.076
npi_present,0.491
only_npi_licensor_present,0.848
only_npi_scope,0.177
pp_order,0.654
principle_A_c_command,0.493
principle_A_domain_1,1.0
principle_A_domain_2,0.504
principle_A_domain_3,0.482
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.612
recursion_poss_ditransitive_medium,0.676
recursion_poss_ditransitive_short,0.711
recursion_poss_transitive_long,0.69
recursion_poss_transitive_medium,0.693
recursion_poss_transitive_short,0.722
recursion_pp_is_long,0.017
recursion_pp_is_medium,0.0
recursion_pp_is_short,0.0
recursion_pp_verb_long,0.986
recursion_pp_verb_medium,1.0
recursion_pp_verb_short,1.0
sentential_negation_npi_licensor_present,0.472
sentential_negation_npi_scope,0.597
subj_aux_agreement_question_vary_aux,0.476
subj_aux_agreement_question_vary_subj,0.483
subj_aux_vary_subj,0.548
subj_aux_vary_verb,0.724
subj_aux_vary_verb_pp,0.472
subj_aux_vary_verb_rc,0.466
subj_verb_vary_verb,0.464
svo_vos,0.66
swapped_ditransitive_1,0.789
swapped_ditransitive_2,0.663
transitive,0.817
wh_island,0.967
wh_questions_object_gap,0.068
wh_questions_object_gap_long_distance,0.071
wh_questions_subject_gap,0.844
wh_questions_subject_gap_long_distance,0.915
wh_vs_that_no_gap,0.947
wh_vs_that_no_gap_long_distance,0.934
wh_vs_that_with_gap,0.321
wh_vs_that_with_gap_long_distance,0.267
