,best
adjunct_island,0.903
adv_order,0.482
wh_vs_that_with_gap,0.505
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.508
recursion_pp_verb_long,0.922
center_embedding_double_1,0.516
recursion_pp_verb_medium,0.999
center_embedding_double_2,0.769
recursion_pp_verb_short,1.0
center_embedding_single_1,0.527
subj_aux_vary_verb_rc,0.435
center_embedding_single_2,0.634
complex_np_island,0.55
recursion_poss_transitive_medium,0.957
coordinate_structure_constrain_object_extraction,0.416
subj_aux_vary_verb_pp,0.348
determiner_noun_agreement_1,0.532
subj_verb_vary_verb,0.432
determiner_noun_agreement_2,0.629
svo_vos,0.446
determiner_noun_agreement_adj_1,0.535
swapped_ditransitive_1,0.841
determiner_noun_agreement_adj_2,0.575
ellipsis,0.445
green_ideas,0.54
intransitive,0.701
recursion_poss_transitive_short,0.947
left_branch_island_simple_question,0.019
recursion_pp_is_long,0.01
matrix_question_npi_licensor_present,0.497
npi_present,0.447
swapped_ditransitive_2,0.79
only_npi_licensor_present,0.999
only_npi_scope,0.411
pp_order,0.463
principle_A_c_command,0.495
principle_A_domain_1,1.0
principle_A_domain_2,0.505
principle_A_domain_3,0.501
transitive,0.86
recursion_intensifier_adj_long,1.0
wh_island,0.971
recursion_intensifier_adj_medium,1.0
wh_questions_object_gap,0.039
recursion_intensifier_adj_short,1.0
wh_vs_that_with_gap_long_distance,0.511
recursion_intensifier_adv_long,0.0
wh_questions_object_gap_long_distance,0.068
recursion_intensifier_adv_medium,0.0
wh_questions_subject_gap,0.786
recursion_intensifier_adv_short,0.0
wh_questions_subject_gap_long_distance,0.921
recursion_poss_ditransitive_long,0.679
recursion_pp_is_medium,0.0
recursion_poss_ditransitive_medium,0.657
recursion_pp_is_short,0.0
recursion_poss_ditransitive_short,0.668
wh_vs_that_no_gap,0.922
recursion_poss_transitive_long,0.99
subj_aux_agreement_question_vary_subj,0.49
sentential_negation_npi_licensor_present,0.168
wh_vs_that_no_gap_long_distance,0.892
sentential_negation_npi_scope,0.519
subj_aux_vary_subj,0.563
subj_aux_agreement_question_vary_aux,0.658
subj_aux_vary_verb,0.596
