,best
adjunct_island,0.593
adv_order,0.725
anaphor_gender_agreement,0.501
anaphor_number_agreement,0.484
center_embedding_double_1,0.529
center_embedding_double_2,0.96
center_embedding_single_1,0.34
center_embedding_single_2,0.97
complex_np_island,0.604
coordinate_structure_constrain_object_extraction,0.73
determiner_noun_agreement_1,0.475
determiner_noun_agreement_2,0.589
determiner_noun_agreement_adj_1,0.52
determiner_noun_agreement_adj_2,0.592
ellipsis,0.413
green_ideas,0.438
intransitive,0.63
left_branch_island_simple_question,0.584
matrix_question_npi_licensor_present,0.006
npi_present,0.422
only_npi_licensor_present,0.997
only_npi_scope,0.151
pp_order,0.862
principle_A_c_command,0.495
principle_A_domain_1,1.0
principle_A_domain_2,0.512
principle_A_domain_3,0.462
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.679
recursion_poss_ditransitive_medium,0.709
recursion_poss_ditransitive_short,0.713
recursion_poss_transitive_long,0.943
recursion_poss_transitive_medium,0.901
recursion_poss_transitive_short,0.947
recursion_pp_is_long,0.498
recursion_pp_is_medium,0.176
recursion_pp_is_short,0.379
recursion_pp_verb_long,1.0
recursion_pp_verb_medium,1.0
recursion_pp_verb_short,1.0
sentential_negation_npi_licensor_present,0.517
sentential_negation_npi_scope,0.634
subj_aux_agreement_question_vary_aux,0.516
subj_aux_agreement_question_vary_subj,0.495
subj_aux_vary_subj,0.57
subj_aux_vary_verb,0.729
subj_aux_vary_verb_pp,0.479
subj_aux_vary_verb_rc,0.489
subj_verb_vary_verb,0.429
svo_vos,0.701
swapped_ditransitive_1,0.721
swapped_ditransitive_2,0.702
transitive,0.81
wh_island,0.919
wh_questions_object_gap,0.187
wh_questions_object_gap_long_distance,0.204
wh_questions_subject_gap,0.739
wh_questions_subject_gap_long_distance,0.612
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,0.998
wh_vs_that_with_gap,0.352
wh_vs_that_with_gap_long_distance,0.351
