,best
adjunct_island,0.642
adv_order,0.385
anaphor_gender_agreement,0.508
anaphor_number_agreement,0.45
center_embedding_double_1,0.759
center_embedding_double_2,0.467
center_embedding_single_1,0.808
center_embedding_single_2,0.256
complex_np_island,0.156
coordinate_structure_constrain_object_extraction,0.41
determiner_noun_agreement_1,0.531
determiner_noun_agreement_2,0.426
determiner_noun_agreement_adj_1,0.49
determiner_noun_agreement_adj_2,0.403
ellipsis,0.596
green_ideas,0.441
intransitive,0.39
left_branch_island_simple_question,0.538
matrix_question_npi_licensor_present,0.939
npi_present,0.414
only_npi_licensor_present,1.0
only_npi_scope,1.0
pp_order,0.527
principle_A_c_command,0.474
principle_A_domain_1,0.33
principle_A_domain_2,0.514
principle_A_domain_3,0.476
recursion_intensifier_adj_long,0.0
recursion_intensifier_adj_medium,0.0
recursion_intensifier_adj_short,0.0
recursion_intensifier_adv_long,1.0
recursion_intensifier_adv_medium,1.0
recursion_intensifier_adv_short,1.0
recursion_poss_ditransitive_long,0.438
recursion_poss_ditransitive_medium,0.487
recursion_poss_ditransitive_short,0.516
recursion_poss_transitive_long,0.467
recursion_poss_transitive_medium,0.432
recursion_poss_transitive_short,0.518
recursion_pp_is_long,0.951
recursion_pp_is_medium,0.968
recursion_pp_is_short,0.967
recursion_pp_verb_long,0.0
recursion_pp_verb_medium,0.0
recursion_pp_verb_short,0.0
sentential_negation_npi_licensor_present,0.577
sentential_negation_npi_scope,0.094
subj_aux_agreement_question_vary_aux,0.545
subj_aux_agreement_question_vary_subj,0.488
subj_aux_vary_subj,0.478
subj_aux_vary_verb,0.562
subj_aux_vary_verb_pp,0.495
subj_aux_vary_verb_rc,0.503
subj_verb_vary_verb,0.552
svo_vos,0.154
swapped_ditransitive_1,0.344
swapped_ditransitive_2,0.414
transitive,0.44
wh_island,0.725
wh_questions_object_gap,0.875
wh_questions_object_gap_long_distance,0.923
wh_questions_subject_gap,0.906
wh_questions_subject_gap_long_distance,0.986
wh_vs_that_no_gap,0.999
wh_vs_that_no_gap_long_distance,1.0
wh_vs_that_with_gap,0.009
wh_vs_that_with_gap_long_distance,0.0
