,best
adjunct_island,0.425
adv_order,0.685
anaphor_gender_agreement,0.517
anaphor_number_agreement,0.469
center_embedding_double_1,0.706
center_embedding_double_2,0.789
center_embedding_single_1,0.745
center_embedding_single_2,0.456
complex_np_island,0.378
coordinate_structure_constrain_object_extraction,0.288
determiner_noun_agreement_1,0.505
determiner_noun_agreement_2,0.538
determiner_noun_agreement_adj_1,0.474
determiner_noun_agreement_adj_2,0.539
ellipsis,0.077
green_ideas,0.518
intransitive,0.323
left_branch_island_simple_question,0.143
matrix_question_npi_licensor_present,0.374
npi_present,0.323
only_npi_licensor_present,1.0
only_npi_scope,0.797
pp_order,0.653
principle_A_c_command,0.485
principle_A_domain_1,0.885
principle_A_domain_2,0.517
principle_A_domain_3,0.52
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,0.876
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.001
recursion_intensifier_adv_short,0.128
recursion_poss_ditransitive_long,0.611
recursion_poss_ditransitive_medium,0.61
recursion_poss_ditransitive_short,0.521
recursion_poss_transitive_long,0.85
recursion_poss_transitive_medium,0.869
recursion_poss_transitive_short,0.942
recursion_pp_is_long,0.995
recursion_pp_is_medium,0.994
recursion_pp_is_short,0.588
recursion_pp_verb_long,0.0
recursion_pp_verb_medium,0.014
recursion_pp_verb_short,0.833
sentential_negation_npi_licensor_present,0.995
sentential_negation_npi_scope,0.223
subj_aux_agreement_question_vary_aux,0.487
subj_aux_agreement_question_vary_subj,0.484
subj_aux_vary_subj,0.54
subj_aux_vary_verb,0.409
subj_aux_vary_verb_pp,0.5
subj_aux_vary_verb_rc,0.489
subj_verb_vary_verb,0.409
svo_vos,0.498
swapped_ditransitive_1,0.83
swapped_ditransitive_2,0.594
transitive,0.762
wh_island,0.981
wh_questions_object_gap,0.194
wh_questions_object_gap_long_distance,0.207
wh_questions_subject_gap,0.697
wh_questions_subject_gap_long_distance,0.766
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,1.0
wh_vs_that_with_gap,0.541
wh_vs_that_with_gap_long_distance,0.619
