,checkpoint-32000
adjunct_island,0.721
adv_order,0.884
anaphor_gender_agreement,0.706
anaphor_number_agreement,0.79
center_embedding_double_1,0.261
center_embedding_double_2,0.992
center_embedding_single_1,0.305
center_embedding_single_2,0.992
complex_np_island,0.251
coordinate_structure_constrain_object_extraction,0.601
determiner_noun_agreement_1,0.972
determiner_noun_agreement_2,0.983
determiner_noun_agreement_adj_1,0.903
determiner_noun_agreement_adj_2,0.937
ellipsis,0.761
green_ideas,0.693
intransitive,0.641
left_branch_island_simple_question,0.527
matrix_question_npi_licensor_present,0.575
npi_present,0.431
only_npi_licensor_present,0.529
only_npi_scope,0.664
pp_order,0.843
principle_A_c_command,0.378
principle_A_domain_1,1.0
principle_A_domain_2,0.731
principle_A_domain_3,0.546
recursion_intensifier_adj_long,0.997
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.011
recursion_intensifier_adv_medium,0.008
recursion_intensifier_adv_short,0.074
recursion_poss_ditransitive_long,0.99
recursion_poss_ditransitive_medium,0.984
recursion_poss_ditransitive_short,0.985
recursion_poss_transitive_long,0.989
recursion_poss_transitive_medium,0.986
recursion_poss_transitive_short,0.998
recursion_pp_is_long,0.052
recursion_pp_is_medium,0.142
recursion_pp_is_short,0.813
recursion_pp_verb_long,0.96
recursion_pp_verb_medium,0.923
recursion_pp_verb_short,0.96
sentential_negation_npi_licensor_present,0.313
sentential_negation_npi_scope,0.175
subj_aux_agreement_question_vary_aux,0.555
subj_aux_agreement_question_vary_subj,0.562
subj_aux_vary_subj,0.837
subj_aux_vary_verb,0.976
subj_aux_vary_verb_pp,0.37
subj_aux_vary_verb_rc,0.339
subj_verb_vary_verb,0.786
svo_vos,0.596
swapped_ditransitive_1,0.912
swapped_ditransitive_2,0.89
transitive,0.924
wh_island,0.747
wh_questions_object_gap,0.326
wh_questions_object_gap_long_distance,0.359
wh_questions_subject_gap,0.831
wh_questions_subject_gap_long_distance,0.908
wh_vs_that_no_gap,0.95
wh_vs_that_no_gap_long_distance,0.968
wh_vs_that_with_gap,0.35
wh_vs_that_with_gap_long_distance,0.087
