,epoch_6
adjunct_island,0.733
adv_order,0.713
anaphor_gender_agreement,0.472
anaphor_number_agreement,0.561
center_embedding_double_1,0.254
center_embedding_double_2,0.943
center_embedding_single_1,0.041
center_embedding_single_2,0.97
complex_np_island,0.446
coordinate_structure_constrain_object_extraction,0.312
determiner_noun_agreement_1,0.508
determiner_noun_agreement_2,0.592
determiner_noun_agreement_adj_1,0.514
determiner_noun_agreement_adj_2,0.597
ellipsis,0.688
green_ideas,0.603
intransitive,0.587
left_branch_island_simple_question,0.315
matrix_question_npi_licensor_present,0.482
npi_present,0.476
only_npi_licensor_present,0.018
only_npi_scope,0.346
pp_order,0.579
principle_A_c_command,0.555
principle_A_domain_1,1.0
principle_A_domain_2,0.458
principle_A_domain_3,0.511
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.683
recursion_poss_ditransitive_medium,0.681
recursion_poss_ditransitive_short,0.692
recursion_poss_transitive_long,0.785
recursion_poss_transitive_medium,0.834
recursion_poss_transitive_short,0.889
recursion_pp_is_long,0.067
recursion_pp_is_medium,0.241
recursion_pp_is_short,0.553
recursion_pp_verb_long,1.0
recursion_pp_verb_medium,1.0
recursion_pp_verb_short,0.987
sentential_negation_npi_licensor_present,0.024
sentential_negation_npi_scope,0.317
subj_aux_agreement_question_vary_aux,0.553
subj_aux_agreement_question_vary_subj,0.485
subj_aux_vary_subj,0.561
subj_aux_vary_verb,0.781
subj_aux_vary_verb_pp,0.482
subj_aux_vary_verb_rc,0.489
subj_verb_vary_verb,0.454
svo_vos,0.641
swapped_ditransitive_1,0.907
swapped_ditransitive_2,0.938
transitive,0.827
wh_island,0.842
wh_questions_object_gap,0.246
wh_questions_object_gap_long_distance,0.251
wh_questions_subject_gap,0.82
wh_questions_subject_gap_long_distance,0.862
wh_vs_that_no_gap,0.998
wh_vs_that_no_gap_long_distance,0.995
wh_vs_that_with_gap,0.428
wh_vs_that_with_gap_long_distance,0.385
