,best
adjunct_island,0.639
adv_order,0.664
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.509
center_embedding_double_1,0.38
center_embedding_double_2,0.902
center_embedding_single_1,0.362
center_embedding_single_2,0.939
complex_np_island,0.469
coordinate_structure_constrain_object_extraction,0.274
determiner_noun_agreement_1,0.463
determiner_noun_agreement_2,0.581
determiner_noun_agreement_adj_1,0.532
determiner_noun_agreement_adj_2,0.602
ellipsis,0.233
green_ideas,0.503
intransitive,0.488
left_branch_island_simple_question,0.146
matrix_question_npi_licensor_present,0.1
npi_present,0.458
only_npi_licensor_present,0.01
only_npi_scope,0.006
pp_order,0.588
principle_A_c_command,0.514
principle_A_domain_1,0.999
principle_A_domain_2,0.499
principle_A_domain_3,0.513
recursion_intensifier_adj_long,0.979
recursion_intensifier_adj_medium,0.998
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.023
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.59
recursion_poss_ditransitive_medium,0.603
recursion_poss_ditransitive_short,0.558
recursion_poss_transitive_long,0.502
recursion_poss_transitive_medium,0.627
recursion_poss_transitive_short,0.706
recursion_pp_is_long,0.938
recursion_pp_is_medium,0.961
recursion_pp_is_short,0.45
recursion_pp_verb_long,1.0
recursion_pp_verb_medium,1.0
recursion_pp_verb_short,0.974
sentential_negation_npi_licensor_present,0.875
sentential_negation_npi_scope,0.318
subj_aux_agreement_question_vary_aux,0.426
subj_aux_agreement_question_vary_subj,0.477
subj_aux_vary_subj,0.529
subj_aux_vary_verb,0.455
subj_aux_vary_verb_pp,0.514
subj_aux_vary_verb_rc,0.498
subj_verb_vary_verb,0.396
svo_vos,0.582
swapped_ditransitive_1,0.915
swapped_ditransitive_2,0.825
transitive,0.739
wh_island,1.0
wh_questions_object_gap,0.241
wh_questions_object_gap_long_distance,0.207
wh_questions_subject_gap,0.636
wh_questions_subject_gap_long_distance,0.64
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,1.0
wh_vs_that_with_gap,0.088
wh_vs_that_with_gap_long_distance,0.063
