,best
adjunct_island,0.576
adv_order,0.601
anaphor_gender_agreement,0.498
anaphor_number_agreement,0.492
center_embedding_double_1,0.602
center_embedding_double_2,0.746
center_embedding_single_1,0.623
center_embedding_single_2,0.705
complex_np_island,0.371
coordinate_structure_constrain_object_extraction,0.199
determiner_noun_agreement_1,0.477
determiner_noun_agreement_2,0.543
determiner_noun_agreement_adj_1,0.505
determiner_noun_agreement_adj_2,0.547
ellipsis,0.123
green_ideas,0.455
intransitive,0.404
left_branch_island_simple_question,0.046
matrix_question_npi_licensor_present,0.166
npi_present,0.529
only_npi_licensor_present,1.0
only_npi_scope,0.272
pp_order,0.662
principle_A_c_command,0.5
principle_A_domain_1,1.0
principle_A_domain_2,0.495
principle_A_domain_3,0.494
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.516
recursion_poss_ditransitive_medium,0.594
recursion_poss_ditransitive_short,0.638
recursion_poss_transitive_long,0.633
recursion_poss_transitive_medium,0.688
recursion_poss_transitive_short,0.729
recursion_pp_is_long,0.326
recursion_pp_is_medium,0.043
recursion_pp_is_short,0.0
recursion_pp_verb_long,0.0
recursion_pp_verb_medium,0.074
recursion_pp_verb_short,0.956
sentential_negation_npi_licensor_present,0.534
sentential_negation_npi_scope,0.594
subj_aux_agreement_question_vary_aux,0.599
subj_aux_agreement_question_vary_subj,0.475
subj_aux_vary_subj,0.53
subj_aux_vary_verb,0.632
subj_aux_vary_verb_pp,0.495
subj_aux_vary_verb_rc,0.488
subj_verb_vary_verb,0.452
svo_vos,0.631
swapped_ditransitive_1,0.795
swapped_ditransitive_2,0.629
transitive,0.822
wh_island,0.974
wh_questions_object_gap,0.141
wh_questions_object_gap_long_distance,0.125
wh_questions_subject_gap,0.89
wh_questions_subject_gap_long_distance,0.924
wh_vs_that_no_gap,0.987
wh_vs_that_no_gap_long_distance,0.988
wh_vs_that_with_gap,0.336
wh_vs_that_with_gap_long_distance,0.31
