,checkpoint-20000
adjunct_island,0.784
adv_order,0.733
anaphor_gender_agreement,0.517
anaphor_number_agreement,0.76
center_embedding_double_1,0.289
center_embedding_double_2,1.0
center_embedding_single_1,0.29
center_embedding_single_2,1.0
complex_np_island,0.27
coordinate_structure_constrain_object_extraction,0.565
determiner_noun_agreement_1,0.974
determiner_noun_agreement_2,0.994
determiner_noun_agreement_adj_1,0.846
determiner_noun_agreement_adj_2,0.934
ellipsis,0.67
green_ideas,0.758
intransitive,0.699
left_branch_island_simple_question,0.257
matrix_question_npi_licensor_present,0.595
npi_present,0.368
only_npi_licensor_present,0.743
only_npi_scope,0.906
pp_order,0.753
principle_A_c_command,0.345
principle_A_domain_1,1.0
principle_A_domain_2,0.655
principle_A_domain_3,0.54
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.997
recursion_poss_ditransitive_medium,0.983
recursion_poss_ditransitive_short,0.983
recursion_poss_transitive_long,0.835
recursion_poss_transitive_medium,0.852
recursion_poss_transitive_short,0.973
recursion_pp_is_long,0.005
recursion_pp_is_medium,0.028
recursion_pp_is_short,0.649
recursion_pp_verb_long,0.861
recursion_pp_verb_medium,0.763
recursion_pp_verb_short,0.848
sentential_negation_npi_licensor_present,0.45
sentential_negation_npi_scope,0.33
subj_aux_agreement_question_vary_aux,0.533
subj_aux_agreement_question_vary_subj,0.471
subj_aux_vary_subj,0.849
subj_aux_vary_verb,0.991
subj_aux_vary_verb_pp,0.159
subj_aux_vary_verb_rc,0.304
subj_verb_vary_verb,0.858
svo_vos,0.674
swapped_ditransitive_1,0.956
swapped_ditransitive_2,0.951
transitive,0.922
wh_island,0.776
wh_questions_object_gap,0.162
wh_questions_object_gap_long_distance,0.192
wh_questions_subject_gap,0.806
wh_questions_subject_gap_long_distance,0.924
wh_vs_that_no_gap,0.975
wh_vs_that_no_gap_long_distance,0.952
wh_vs_that_with_gap,0.333
wh_vs_that_with_gap_long_distance,0.099
