,checkpoint-44000
adjunct_island,0.646
adv_order,0.85
anaphor_gender_agreement,0.762
anaphor_number_agreement,0.795
center_embedding_double_1,0.269
center_embedding_double_2,0.956
center_embedding_single_1,0.32
center_embedding_single_2,0.982
complex_np_island,0.29
coordinate_structure_constrain_object_extraction,0.765
determiner_noun_agreement_1,0.933
determiner_noun_agreement_2,0.963
determiner_noun_agreement_adj_1,0.852
determiner_noun_agreement_adj_2,0.921
ellipsis,0.614
green_ideas,0.732
intransitive,0.628
left_branch_island_simple_question,0.595
matrix_question_npi_licensor_present,0.832
npi_present,0.59
only_npi_licensor_present,0.4
only_npi_scope,0.655
pp_order,0.799
principle_A_c_command,0.311
principle_A_domain_1,1.0
principle_A_domain_2,0.785
principle_A_domain_3,0.594
recursion_intensifier_adj_long,0.995
recursion_intensifier_adj_medium,0.999
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.019
recursion_intensifier_adv_medium,0.012
recursion_intensifier_adv_short,0.019
recursion_poss_ditransitive_long,0.932
recursion_poss_ditransitive_medium,0.949
recursion_poss_ditransitive_short,0.985
recursion_poss_transitive_long,0.904
recursion_poss_transitive_medium,0.926
recursion_poss_transitive_short,0.991
recursion_pp_is_long,0.059
recursion_pp_is_medium,0.219
recursion_pp_is_short,0.831
recursion_pp_verb_long,0.721
recursion_pp_verb_medium,0.761
recursion_pp_verb_short,0.904
sentential_negation_npi_licensor_present,0.182
sentential_negation_npi_scope,0.234
subj_aux_agreement_question_vary_aux,0.603
subj_aux_agreement_question_vary_subj,0.594
subj_aux_vary_subj,0.773
subj_aux_vary_verb,0.972
subj_aux_vary_verb_pp,0.364
subj_aux_vary_verb_rc,0.372
subj_verb_vary_verb,0.784
svo_vos,0.552
swapped_ditransitive_1,0.921
swapped_ditransitive_2,0.883
transitive,0.902
wh_island,0.8
wh_questions_object_gap,0.396
wh_questions_object_gap_long_distance,0.427
wh_questions_subject_gap,0.812
wh_questions_subject_gap_long_distance,0.907
wh_vs_that_no_gap,0.967
wh_vs_that_no_gap_long_distance,0.965
wh_vs_that_with_gap,0.288
wh_vs_that_with_gap_long_distance,0.082
