,best
adjunct_island,0.638
adv_order,0.513
anaphor_gender_agreement,0.505
anaphor_number_agreement,0.43
center_embedding_double_1,0.511
center_embedding_double_2,0.935
center_embedding_single_1,0.372
center_embedding_single_2,0.95
complex_np_island,0.477
coordinate_structure_constrain_object_extraction,0.289
determiner_noun_agreement_1,0.475
determiner_noun_agreement_2,0.581
determiner_noun_agreement_adj_1,0.521
determiner_noun_agreement_adj_2,0.602
ellipsis,0.214
green_ideas,0.405
intransitive,0.496
left_branch_island_simple_question,0.177
matrix_question_npi_licensor_present,0.452
npi_present,0.464
only_npi_licensor_present,0.831
only_npi_scope,0.489
pp_order,0.426
principle_A_c_command,0.48
principle_A_domain_1,1.0
principle_A_domain_2,0.516
principle_A_domain_3,0.481
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.606
recursion_poss_ditransitive_medium,0.619
recursion_poss_ditransitive_short,0.606
recursion_poss_transitive_long,0.879
recursion_poss_transitive_medium,0.915
recursion_poss_transitive_short,0.951
recursion_pp_is_long,0.51
recursion_pp_is_medium,0.288
recursion_pp_is_short,0.215
recursion_pp_verb_long,1.0
recursion_pp_verb_medium,1.0
recursion_pp_verb_short,1.0
sentential_negation_npi_licensor_present,0.777
sentential_negation_npi_scope,0.6
subj_aux_agreement_question_vary_aux,0.49
subj_aux_agreement_question_vary_subj,0.49
subj_aux_vary_subj,0.524
subj_aux_vary_verb,0.484
subj_aux_vary_verb_pp,0.513
subj_aux_vary_verb_rc,0.515
subj_verb_vary_verb,0.383
svo_vos,0.485
swapped_ditransitive_1,0.865
swapped_ditransitive_2,0.731
transitive,0.738
wh_island,1.0
wh_questions_object_gap,0.443
wh_questions_object_gap_long_distance,0.363
wh_questions_subject_gap,0.81
wh_questions_subject_gap_long_distance,0.57
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,1.0
wh_vs_that_with_gap,0.009
wh_vs_that_with_gap_long_distance,0.051
