,epoch_6
adjunct_island,0.883
adv_order,0.729
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.482
center_embedding_double_1,0.369
center_embedding_double_2,0.918
center_embedding_single_1,0.323
center_embedding_single_2,0.958
complex_np_island,0.443
coordinate_structure_constrain_object_extraction,0.371
determiner_noun_agreement_1,0.488
determiner_noun_agreement_2,0.599
determiner_noun_agreement_adj_1,0.515
determiner_noun_agreement_adj_2,0.61
ellipsis,0.345
green_ideas,0.516
intransitive,0.531
left_branch_island_simple_question,0.071
matrix_question_npi_licensor_present,0.662
npi_present,0.48
only_npi_licensor_present,0.927
only_npi_scope,0.911
pp_order,0.974
principle_A_c_command,0.495
principle_A_domain_1,1.0
principle_A_domain_2,0.501
principle_A_domain_3,0.465
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.363
recursion_poss_ditransitive_medium,0.444
recursion_poss_ditransitive_short,0.639
recursion_poss_transitive_long,0.973
recursion_poss_transitive_medium,0.97
recursion_poss_transitive_short,0.976
recursion_pp_is_long,0.74
recursion_pp_is_medium,0.751
recursion_pp_is_short,0.566
recursion_pp_verb_long,0.757
recursion_pp_verb_medium,0.859
recursion_pp_verb_short,0.848
sentential_negation_npi_licensor_present,0.506
sentential_negation_npi_scope,0.401
subj_aux_agreement_question_vary_aux,0.674
subj_aux_agreement_question_vary_subj,0.5
subj_aux_vary_subj,0.574
subj_aux_vary_verb,0.58
subj_aux_vary_verb_pp,0.448
subj_aux_vary_verb_rc,0.466
subj_verb_vary_verb,0.405
svo_vos,0.514
swapped_ditransitive_1,0.881
swapped_ditransitive_2,0.93
transitive,0.769
wh_island,0.989
wh_questions_object_gap,0.097
wh_questions_object_gap_long_distance,0.092
wh_questions_subject_gap,0.756
wh_questions_subject_gap_long_distance,0.819
wh_vs_that_no_gap,0.995
wh_vs_that_no_gap_long_distance,0.962
wh_vs_that_with_gap,0.385
wh_vs_that_with_gap_long_distance,0.412
