,best
adjunct_island,0.945
adv_order,0.45
wh_vs_that_with_gap,0.43
anaphor_gender_agreement,0.499
anaphor_number_agreement,0.474
recursion_pp_verb_long,1.0
center_embedding_double_1,0.436
recursion_pp_verb_medium,1.0
center_embedding_double_2,0.856
recursion_pp_verb_short,1.0
center_embedding_single_1,0.407
subj_aux_vary_verb_rc,0.475
center_embedding_single_2,0.802
complex_np_island,0.406
recursion_poss_transitive_medium,0.851
coordinate_structure_constrain_object_extraction,0.374
subj_aux_vary_verb_pp,0.473
determiner_noun_agreement_1,0.517
subj_verb_vary_verb,0.397
determiner_noun_agreement_2,0.615
svo_vos,0.648
determiner_noun_agreement_adj_1,0.528
swapped_ditransitive_1,0.798
determiner_noun_agreement_adj_2,0.582
ellipsis,0.415
green_ideas,0.455
intransitive,0.655
recursion_poss_transitive_short,0.852
left_branch_island_simple_question,0.089
recursion_pp_is_long,0.009
matrix_question_npi_licensor_present,0.292
npi_present,0.457
swapped_ditransitive_2,0.748
only_npi_licensor_present,0.807
only_npi_scope,0.144
pp_order,0.567
principle_A_c_command,0.486
principle_A_domain_1,1.0
principle_A_domain_2,0.531
principle_A_domain_3,0.478
transitive,0.831
recursion_intensifier_adj_long,1.0
wh_island,0.934
recursion_intensifier_adj_medium,1.0
wh_questions_object_gap,0.066
recursion_intensifier_adj_short,1.0
wh_vs_that_with_gap_long_distance,0.368
recursion_intensifier_adv_long,0.0
wh_questions_object_gap_long_distance,0.094
recursion_intensifier_adv_medium,0.0
wh_questions_subject_gap,0.686
recursion_intensifier_adv_short,0.0
wh_questions_subject_gap_long_distance,0.845
recursion_poss_ditransitive_long,0.518
recursion_pp_is_medium,0.0
recursion_poss_ditransitive_medium,0.609
recursion_pp_is_short,0.0
recursion_poss_ditransitive_short,0.643
wh_vs_that_no_gap,0.977
recursion_poss_transitive_long,0.774
subj_aux_agreement_question_vary_subj,0.491
sentential_negation_npi_licensor_present,0.662
wh_vs_that_no_gap_long_distance,0.992
sentential_negation_npi_scope,0.623
subj_aux_vary_subj,0.53
subj_aux_agreement_question_vary_aux,0.53
subj_aux_vary_verb,0.502
