,checkpoint-4000
adjunct_island,0.351
adv_order,0.607
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.51
center_embedding_double_1,0.221
center_embedding_double_2,0.993
center_embedding_single_1,0.091
center_embedding_single_2,0.999
complex_np_island,0.506
coordinate_structure_constrain_object_extraction,0.77
determiner_noun_agreement_1,0.462
determiner_noun_agreement_2,0.581
determiner_noun_agreement_adj_1,0.527
determiner_noun_agreement_adj_2,0.602
ellipsis,0.681
green_ideas,0.459
intransitive,0.504
left_branch_island_simple_question,0.562
matrix_question_npi_licensor_present,0.609
npi_present,0.242
only_npi_licensor_present,0.006
only_npi_scope,0.822
pp_order,0.628
principle_A_c_command,0.502
principle_A_domain_1,1.0
principle_A_domain_2,0.494
principle_A_domain_3,0.531
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.642
recursion_poss_ditransitive_medium,0.632
recursion_poss_ditransitive_short,0.65
recursion_poss_transitive_long,0.902
recursion_poss_transitive_medium,0.919
recursion_poss_transitive_short,0.96
recursion_pp_is_long,0.058
recursion_pp_is_medium,0.089
recursion_pp_is_short,0.203
recursion_pp_verb_long,0.978
recursion_pp_verb_medium,0.998
recursion_pp_verb_short,1.0
sentential_negation_npi_licensor_present,0.438
sentential_negation_npi_scope,0.383
subj_aux_agreement_question_vary_aux,0.517
subj_aux_agreement_question_vary_subj,0.478
subj_aux_vary_subj,0.539
subj_aux_vary_verb,0.46
subj_aux_vary_verb_pp,0.51
subj_aux_vary_verb_rc,0.514
subj_verb_vary_verb,0.383
svo_vos,0.311
swapped_ditransitive_1,0.524
swapped_ditransitive_2,0.535
transitive,0.727
wh_island,0.755
wh_questions_object_gap,0.587
wh_questions_object_gap_long_distance,0.531
wh_questions_subject_gap,0.645
wh_questions_subject_gap_long_distance,0.572
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,1.0
wh_vs_that_with_gap,0.001
wh_vs_that_with_gap_long_distance,0.007
