,best
adjunct_island,0.923
adv_order,0.491
wh_vs_that_with_gap,0.433
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.502
recursion_pp_verb_long,0.867
center_embedding_double_1,0.482
recursion_pp_verb_medium,0.997
center_embedding_double_2,0.831
recursion_pp_verb_short,1.0
center_embedding_single_1,0.483
subj_aux_vary_verb_rc,0.432
center_embedding_single_2,0.702
complex_np_island,0.505
recursion_poss_transitive_medium,0.972
coordinate_structure_constrain_object_extraction,0.368
subj_aux_vary_verb_pp,0.37
determiner_noun_agreement_1,0.5
subj_verb_vary_verb,0.432
determiner_noun_agreement_2,0.604
svo_vos,0.44
determiner_noun_agreement_adj_1,0.526
swapped_ditransitive_1,0.824
determiner_noun_agreement_adj_2,0.581
ellipsis,0.399
green_ideas,0.524
intransitive,0.734
recursion_poss_transitive_short,0.952
left_branch_island_simple_question,0.023
recursion_pp_is_long,0.002
matrix_question_npi_licensor_present,0.462
npi_present,0.457
swapped_ditransitive_2,0.772
only_npi_licensor_present,0.998
only_npi_scope,0.309
pp_order,0.478
principle_A_c_command,0.493
principle_A_domain_1,1.0
principle_A_domain_2,0.51
principle_A_domain_3,0.501
transitive,0.854
recursion_intensifier_adj_long,1.0
wh_island,0.99
recursion_intensifier_adj_medium,1.0
wh_questions_object_gap,0.036
recursion_intensifier_adj_short,1.0
wh_vs_that_with_gap_long_distance,0.412
recursion_intensifier_adv_long,0.0
wh_questions_object_gap_long_distance,0.072
recursion_intensifier_adv_medium,0.0
wh_questions_subject_gap,0.792
recursion_intensifier_adv_short,0.0
wh_questions_subject_gap_long_distance,0.922
recursion_poss_ditransitive_long,0.647
recursion_pp_is_medium,0.0
recursion_poss_ditransitive_medium,0.645
recursion_pp_is_short,0.0
recursion_poss_ditransitive_short,0.666
wh_vs_that_no_gap,0.957
recursion_poss_transitive_long,0.993
subj_aux_agreement_question_vary_subj,0.488
sentential_negation_npi_licensor_present,0.209
wh_vs_that_no_gap_long_distance,0.955
sentential_negation_npi_scope,0.533
subj_aux_vary_subj,0.57
subj_aux_agreement_question_vary_aux,0.692
subj_aux_vary_verb,0.589
