,best
adjunct_island,0.673
adv_order,0.448
wh_vs_that_with_gap,0.206
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.492
recursion_pp_verb_long,0.41
center_embedding_double_1,0.49
recursion_pp_verb_medium,0.976
center_embedding_double_2,0.864
recursion_pp_verb_short,1.0
center_embedding_single_1,0.425
subj_aux_vary_verb_rc,0.484
center_embedding_single_2,0.75
complex_np_island,0.454
recursion_poss_transitive_medium,0.723
coordinate_structure_constrain_object_extraction,0.261
subj_aux_vary_verb_pp,0.468
determiner_noun_agreement_1,0.475
subj_verb_vary_verb,0.426
determiner_noun_agreement_2,0.556
svo_vos,0.627
determiner_noun_agreement_adj_1,0.514
swapped_ditransitive_1,0.816
determiner_noun_agreement_adj_2,0.567
ellipsis,0.205
green_ideas,0.42
intransitive,0.541
recursion_poss_transitive_short,0.75
left_branch_island_simple_question,0.164
recursion_pp_is_long,0.105
matrix_question_npi_licensor_present,0.172
npi_present,0.453
swapped_ditransitive_2,0.708
only_npi_licensor_present,0.991
only_npi_scope,0.171
pp_order,0.525
principle_A_c_command,0.5
principle_A_domain_1,1.0
principle_A_domain_2,0.507
principle_A_domain_3,0.474
transitive,0.795
recursion_intensifier_adj_long,1.0
wh_island,0.995
recursion_intensifier_adj_medium,1.0
wh_questions_object_gap,0.166
recursion_intensifier_adj_short,1.0
wh_vs_that_with_gap_long_distance,0.202
recursion_intensifier_adv_long,0.0
wh_questions_object_gap_long_distance,0.136
recursion_intensifier_adv_medium,0.0
wh_questions_subject_gap,0.939
recursion_intensifier_adv_short,0.0
wh_questions_subject_gap_long_distance,0.974
recursion_poss_ditransitive_long,0.573
recursion_pp_is_medium,0.003
recursion_poss_ditransitive_medium,0.58
recursion_pp_is_short,0.0
recursion_poss_ditransitive_short,0.631
wh_vs_that_no_gap,0.987
recursion_poss_transitive_long,0.716
subj_aux_agreement_question_vary_subj,0.486
sentential_negation_npi_licensor_present,0.575
wh_vs_that_no_gap_long_distance,0.982
sentential_negation_npi_scope,0.7
subj_aux_vary_subj,0.524
subj_aux_agreement_question_vary_aux,0.524
subj_aux_vary_verb,0.629
