,best
adjunct_island,0.644
adv_order,0.485
wh_vs_that_with_gap,0.185
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.468
recursion_pp_verb_long,1.0
center_embedding_double_1,0.425
recursion_pp_verb_medium,1.0
center_embedding_double_2,0.867
recursion_pp_verb_short,1.0
center_embedding_single_1,0.417
subj_aux_vary_verb_rc,0.531
center_embedding_single_2,0.813
complex_np_island,0.39
recursion_poss_transitive_medium,0.859
coordinate_structure_constrain_object_extraction,0.198
subj_aux_vary_verb_pp,0.525
determiner_noun_agreement_1,0.473
subj_verb_vary_verb,0.388
determiner_noun_agreement_2,0.521
svo_vos,0.657
determiner_noun_agreement_adj_1,0.524
swapped_ditransitive_1,0.854
determiner_noun_agreement_adj_2,0.578
ellipsis,0.38
green_ideas,0.483
intransitive,0.574
recursion_poss_transitive_short,0.811
left_branch_island_simple_question,0.088
recursion_pp_is_long,0.166
matrix_question_npi_licensor_present,0.393
npi_present,0.46
swapped_ditransitive_2,0.752
only_npi_licensor_present,0.999
only_npi_scope,0.241
pp_order,0.606
principle_A_c_command,0.471
principle_A_domain_1,1.0
principle_A_domain_2,0.519
principle_A_domain_3,0.472
transitive,0.786
recursion_intensifier_adj_long,1.0
wh_island,0.974
recursion_intensifier_adj_medium,1.0
wh_questions_object_gap,0.105
recursion_intensifier_adj_short,1.0
wh_vs_that_with_gap_long_distance,0.079
recursion_intensifier_adv_long,0.0
wh_questions_object_gap_long_distance,0.208
recursion_intensifier_adv_medium,0.0
wh_questions_subject_gap,0.938
recursion_intensifier_adv_short,0.0
wh_questions_subject_gap_long_distance,0.975
recursion_poss_ditransitive_long,0.575
recursion_pp_is_medium,0.013
recursion_poss_ditransitive_medium,0.641
recursion_pp_is_short,0.0
recursion_poss_ditransitive_short,0.69
wh_vs_that_no_gap,1.0
recursion_poss_transitive_long,0.793
subj_aux_agreement_question_vary_subj,0.491
sentential_negation_npi_licensor_present,0.704
wh_vs_that_no_gap_long_distance,1.0
sentential_negation_npi_scope,0.482
subj_aux_vary_subj,0.538
subj_aux_agreement_question_vary_aux,0.428
subj_aux_vary_verb,0.5
