,best
adjunct_island,0.552
adv_order,0.717
wh_vs_that_with_gap,0.167
anaphor_gender_agreement,0.499
anaphor_number_agreement,0.483
recursion_pp_verb_long,0.817
center_embedding_double_1,0.452
recursion_pp_verb_medium,0.916
center_embedding_double_2,0.714
recursion_pp_verb_short,0.965
center_embedding_single_1,0.61
subj_aux_vary_verb_rc,0.525
center_embedding_single_2,0.937
complex_np_island,0.36
recursion_poss_transitive_medium,0.841
coordinate_structure_constrain_object_extraction,0.443
subj_aux_vary_verb_pp,0.512
determiner_noun_agreement_1,0.476
subj_verb_vary_verb,0.408
determiner_noun_agreement_2,0.584
svo_vos,0.459
determiner_noun_agreement_adj_1,0.513
swapped_ditransitive_1,0.907
determiner_noun_agreement_adj_2,0.602
ellipsis,0.299
green_ideas,0.546
intransitive,0.343
recursion_poss_transitive_short,0.84
left_branch_island_simple_question,0.016
recursion_pp_is_long,0.995
matrix_question_npi_licensor_present,0.854
npi_present,0.486
swapped_ditransitive_2,0.924
only_npi_licensor_present,1.0
only_npi_scope,0.485
pp_order,0.671
principle_A_c_command,0.462
principle_A_domain_1,1.0
principle_A_domain_2,0.575
principle_A_domain_3,0.511
transitive,0.827
recursion_intensifier_adj_long,1.0
wh_island,0.573
recursion_intensifier_adj_medium,1.0
wh_questions_object_gap,0.301
recursion_intensifier_adj_short,1.0
wh_vs_that_with_gap_long_distance,0.251
recursion_intensifier_adv_long,0.0
wh_questions_object_gap_long_distance,0.19
recursion_intensifier_adv_medium,0.0
wh_questions_subject_gap,0.914
recursion_intensifier_adv_short,0.0
wh_questions_subject_gap_long_distance,0.893
recursion_poss_ditransitive_long,0.658
recursion_pp_is_medium,0.979
recursion_poss_ditransitive_medium,0.741
recursion_pp_is_short,0.118
recursion_poss_ditransitive_short,0.797
wh_vs_that_no_gap,0.998
recursion_poss_transitive_long,0.684
subj_aux_agreement_question_vary_subj,0.492
sentential_negation_npi_licensor_present,0.521
wh_vs_that_no_gap_long_distance,0.998
sentential_negation_npi_scope,0.569
subj_aux_vary_subj,0.523
subj_aux_agreement_question_vary_aux,0.496
subj_aux_vary_verb,0.514
