,checkpoint-36000
adjunct_island,0.871
adv_order,0.889
anaphor_gender_agreement,0.687
anaphor_number_agreement,0.794
center_embedding_double_1,0.264
center_embedding_double_2,0.991
center_embedding_single_1,0.284
center_embedding_single_2,0.987
complex_np_island,0.226
coordinate_structure_constrain_object_extraction,0.592
determiner_noun_agreement_1,0.974
determiner_noun_agreement_2,0.978
determiner_noun_agreement_adj_1,0.929
determiner_noun_agreement_adj_2,0.929
ellipsis,0.502
green_ideas,0.758
intransitive,0.717
left_branch_island_simple_question,0.595
matrix_question_npi_licensor_present,0.745
npi_present,0.528
only_npi_licensor_present,0.785
only_npi_scope,0.854
pp_order,0.759
principle_A_c_command,0.517
principle_A_domain_1,1.0
principle_A_domain_2,0.61
principle_A_domain_3,0.555
recursion_intensifier_adj_long,0.949
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.133
recursion_intensifier_adv_medium,0.048
recursion_intensifier_adv_short,0.095
recursion_poss_ditransitive_long,0.869
recursion_poss_ditransitive_medium,0.927
recursion_poss_ditransitive_short,0.986
recursion_poss_transitive_long,0.819
recursion_poss_transitive_medium,0.867
recursion_poss_transitive_short,0.984
recursion_pp_is_long,0.048
recursion_pp_is_medium,0.108
recursion_pp_is_short,0.827
recursion_pp_verb_long,0.724
recursion_pp_verb_medium,0.596
recursion_pp_verb_short,0.521
sentential_negation_npi_licensor_present,0.504
sentential_negation_npi_scope,0.518
subj_aux_agreement_question_vary_aux,0.843
subj_aux_agreement_question_vary_subj,0.678
subj_aux_vary_subj,0.876
subj_aux_vary_verb,0.95
subj_aux_vary_verb_pp,0.374
subj_aux_vary_verb_rc,0.376
subj_verb_vary_verb,0.865
svo_vos,0.688
swapped_ditransitive_1,0.81
swapped_ditransitive_2,0.705
transitive,0.953
wh_island,0.759
wh_questions_object_gap,0.147
wh_questions_object_gap_long_distance,0.219
wh_questions_subject_gap,0.812
wh_questions_subject_gap_long_distance,0.901
wh_vs_that_no_gap,0.946
wh_vs_that_no_gap_long_distance,0.975
wh_vs_that_with_gap,0.386
wh_vs_that_with_gap_long_distance,0.045
