,epoch_3
adjunct_island,0.696
adv_order,0.92
anaphor_gender_agreement,0.498
anaphor_number_agreement,0.508
center_embedding_double_1,0.343
center_embedding_double_2,0.893
center_embedding_single_1,0.123
center_embedding_single_2,0.985
complex_np_island,0.557
coordinate_structure_constrain_object_extraction,0.532
determiner_noun_agreement_1,0.468
determiner_noun_agreement_2,0.581
determiner_noun_agreement_adj_1,0.52
determiner_noun_agreement_adj_2,0.602
ellipsis,0.441
green_ideas,0.445
intransitive,0.469
left_branch_island_simple_question,0.38
matrix_question_npi_licensor_present,0.508
npi_present,0.444
only_npi_licensor_present,0.927
only_npi_scope,0.869
pp_order,0.747
principle_A_c_command,0.5
principle_A_domain_1,1.0
principle_A_domain_2,0.496
principle_A_domain_3,0.499
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.74
recursion_poss_ditransitive_medium,0.754
recursion_poss_ditransitive_short,0.795
recursion_poss_transitive_long,0.97
recursion_poss_transitive_medium,0.962
recursion_poss_transitive_short,0.975
recursion_pp_is_long,0.018
recursion_pp_is_medium,0.217
recursion_pp_is_short,0.531
recursion_pp_verb_long,1.0
recursion_pp_verb_medium,1.0
recursion_pp_verb_short,0.984
sentential_negation_npi_licensor_present,0.193
sentential_negation_npi_scope,0.357
subj_aux_agreement_question_vary_aux,0.622
subj_aux_agreement_question_vary_subj,0.489
subj_aux_vary_subj,0.552
subj_aux_vary_verb,0.648
subj_aux_vary_verb_pp,0.518
subj_aux_vary_verb_rc,0.503
subj_verb_vary_verb,0.425
svo_vos,0.576
swapped_ditransitive_1,0.901
swapped_ditransitive_2,0.939
transitive,0.799
wh_island,0.947
wh_questions_object_gap,0.247
wh_questions_object_gap_long_distance,0.211
wh_questions_subject_gap,0.901
wh_questions_subject_gap_long_distance,0.925
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,1.0
wh_vs_that_with_gap,0.115
wh_vs_that_with_gap_long_distance,0.12
