,epoch_5
adjunct_island,0.715
adv_order,0.718
anaphor_gender_agreement,0.467
anaphor_number_agreement,0.559
center_embedding_double_1,0.252
center_embedding_double_2,0.926
center_embedding_single_1,0.043
center_embedding_single_2,0.975
complex_np_island,0.45
coordinate_structure_constrain_object_extraction,0.331
determiner_noun_agreement_1,0.494
determiner_noun_agreement_2,0.587
determiner_noun_agreement_adj_1,0.507
determiner_noun_agreement_adj_2,0.601
ellipsis,0.672
green_ideas,0.613
intransitive,0.584
left_branch_island_simple_question,0.286
matrix_question_npi_licensor_present,0.462
npi_present,0.476
only_npi_licensor_present,0.015
only_npi_scope,0.217
pp_order,0.615
principle_A_c_command,0.548
principle_A_domain_1,1.0
principle_A_domain_2,0.46
principle_A_domain_3,0.51
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.707
recursion_poss_ditransitive_medium,0.706
recursion_poss_ditransitive_short,0.697
recursion_poss_transitive_long,0.838
recursion_poss_transitive_medium,0.856
recursion_poss_transitive_short,0.887
recursion_pp_is_long,0.08
recursion_pp_is_medium,0.324
recursion_pp_is_short,0.623
recursion_pp_verb_long,1.0
recursion_pp_verb_medium,1.0
recursion_pp_verb_short,0.974
sentential_negation_npi_licensor_present,0.018
sentential_negation_npi_scope,0.304
subj_aux_agreement_question_vary_aux,0.556
subj_aux_agreement_question_vary_subj,0.484
subj_aux_vary_subj,0.539
subj_aux_vary_verb,0.808
subj_aux_vary_verb_pp,0.472
subj_aux_vary_verb_rc,0.489
subj_verb_vary_verb,0.454
svo_vos,0.657
swapped_ditransitive_1,0.911
swapped_ditransitive_2,0.942
transitive,0.828
wh_island,0.835
wh_questions_object_gap,0.236
wh_questions_object_gap_long_distance,0.259
wh_questions_subject_gap,0.818
wh_questions_subject_gap_long_distance,0.848
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,0.997
wh_vs_that_with_gap,0.414
wh_vs_that_with_gap_long_distance,0.371
