,checkpoint-2000
adjunct_island,0.609
adv_order,0.495
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.502
center_embedding_double_1,0.0
center_embedding_double_2,0.984
center_embedding_single_1,0.0
center_embedding_single_2,0.999
complex_np_island,0.547
coordinate_structure_constrain_object_extraction,0.571
determiner_noun_agreement_1,0.508
determiner_noun_agreement_2,0.494
determiner_noun_agreement_adj_1,0.506
determiner_noun_agreement_adj_2,0.489
ellipsis,0.34
green_ideas,0.508
intransitive,0.509
left_branch_island_simple_question,0.527
matrix_question_npi_licensor_present,0.603
npi_present,0.546
only_npi_licensor_present,0.964
only_npi_scope,0.725
pp_order,0.475
principle_A_c_command,0.505
principle_A_domain_1,0.152
principle_A_domain_2,0.503
principle_A_domain_3,0.512
recursion_intensifier_adj_long,0.834
recursion_intensifier_adj_medium,0.882
recursion_intensifier_adj_short,0.928
recursion_intensifier_adv_long,0.181
recursion_intensifier_adv_medium,0.115
recursion_intensifier_adv_short,0.055
recursion_poss_ditransitive_long,0.295
recursion_poss_ditransitive_medium,0.291
recursion_poss_ditransitive_short,0.264
recursion_poss_transitive_long,0.716
recursion_poss_transitive_medium,0.617
recursion_poss_transitive_short,0.37
recursion_pp_is_long,0.103
recursion_pp_is_medium,0.446
recursion_pp_is_short,0.899
recursion_pp_verb_long,0.0
recursion_pp_verb_medium,0.0
recursion_pp_verb_short,0.0
sentential_negation_npi_licensor_present,0.009
sentential_negation_npi_scope,0.367
subj_aux_agreement_question_vary_aux,0.607
subj_aux_agreement_question_vary_subj,0.498
subj_aux_vary_subj,0.498
subj_aux_vary_verb,0.479
subj_aux_vary_verb_pp,0.483
subj_aux_vary_verb_rc,0.498
subj_verb_vary_verb,0.499
svo_vos,0.763
swapped_ditransitive_1,0.427
swapped_ditransitive_2,0.464
transitive,0.379
wh_island,0.639
wh_questions_object_gap,0.558
wh_questions_object_gap_long_distance,0.518
wh_questions_subject_gap,0.486
wh_questions_subject_gap_long_distance,0.351
wh_vs_that_no_gap,0.628
wh_vs_that_no_gap_long_distance,0.568
wh_vs_that_with_gap,0.353
wh_vs_that_with_gap_long_distance,0.367
