,checkpoint-24000
adjunct_island,0.857
adv_order,0.922
anaphor_gender_agreement,0.527
anaphor_number_agreement,0.772
center_embedding_double_1,0.266
center_embedding_double_2,0.998
center_embedding_single_1,0.249
center_embedding_single_2,0.999
complex_np_island,0.179
coordinate_structure_constrain_object_extraction,0.49
determiner_noun_agreement_1,0.965
determiner_noun_agreement_2,0.99
determiner_noun_agreement_adj_1,0.858
determiner_noun_agreement_adj_2,0.939
ellipsis,0.459
green_ideas,0.658
intransitive,0.806
left_branch_island_simple_question,0.577
matrix_question_npi_licensor_present,0.603
npi_present,0.398
only_npi_licensor_present,1.0
only_npi_scope,0.994
pp_order,0.758
principle_A_c_command,0.426
principle_A_domain_1,1.0
principle_A_domain_2,0.595
principle_A_domain_3,0.531
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.001
recursion_intensifier_adv_short,0.1
recursion_poss_ditransitive_long,0.972
recursion_poss_ditransitive_medium,0.959
recursion_poss_ditransitive_short,0.97
recursion_poss_transitive_long,0.836
recursion_poss_transitive_medium,0.895
recursion_poss_transitive_short,0.985
recursion_pp_is_long,0.233
recursion_pp_is_medium,0.361
recursion_pp_is_short,0.802
recursion_pp_verb_long,0.523
recursion_pp_verb_medium,0.632
recursion_pp_verb_short,0.827
sentential_negation_npi_licensor_present,0.332
sentential_negation_npi_scope,0.498
subj_aux_agreement_question_vary_aux,0.766
subj_aux_agreement_question_vary_subj,0.586
subj_aux_vary_subj,0.879
subj_aux_vary_verb,0.976
subj_aux_vary_verb_pp,0.181
subj_aux_vary_verb_rc,0.266
subj_verb_vary_verb,0.868
svo_vos,0.737
swapped_ditransitive_1,0.901
swapped_ditransitive_2,0.793
transitive,0.937
wh_island,0.723
wh_questions_object_gap,0.13
wh_questions_object_gap_long_distance,0.231
wh_questions_subject_gap,0.747
wh_questions_subject_gap_long_distance,0.833
wh_vs_that_no_gap,0.917
wh_vs_that_no_gap_long_distance,0.875
wh_vs_that_with_gap,0.511
wh_vs_that_with_gap_long_distance,0.202
