,best
adjunct_island,0.354
adv_order,0.234
anaphor_gender_agreement,0.496
anaphor_number_agreement,0.454
center_embedding_double_1,0.521
center_embedding_double_2,0.883
center_embedding_single_1,0.34
center_embedding_single_2,0.675
complex_np_island,0.396
coordinate_structure_constrain_object_extraction,0.516
determiner_noun_agreement_1,0.522
determiner_noun_agreement_2,0.496
determiner_noun_agreement_adj_1,0.481
determiner_noun_agreement_adj_2,0.502
ellipsis,0.076
green_ideas,0.499
intransitive,0.41
left_branch_island_simple_question,0.428
matrix_question_npi_licensor_present,0.48
npi_present,0.046
only_npi_licensor_present,1.0
only_npi_scope,0.771
pp_order,0.177
principle_A_c_command,0.493
principle_A_domain_1,0.178
principle_A_domain_2,0.519
principle_A_domain_3,0.507
recursion_intensifier_adj_long,0.78
recursion_intensifier_adj_medium,0.513
recursion_intensifier_adj_short,0.178
recursion_intensifier_adv_long,0.224
recursion_intensifier_adv_medium,0.492
recursion_intensifier_adv_short,0.831
recursion_poss_ditransitive_long,0.544
recursion_poss_ditransitive_medium,0.562
recursion_poss_ditransitive_short,0.573
recursion_poss_transitive_long,0.629
recursion_poss_transitive_medium,0.615
recursion_poss_transitive_short,0.569
recursion_pp_is_long,0.602
recursion_pp_is_medium,0.339
recursion_pp_is_short,0.342
recursion_pp_verb_long,0.0
recursion_pp_verb_medium,0.0
recursion_pp_verb_short,0.009
sentential_negation_npi_licensor_present,0.827
sentential_negation_npi_scope,0.204
subj_aux_agreement_question_vary_aux,0.515
subj_aux_agreement_question_vary_subj,0.481
subj_aux_vary_subj,0.51
subj_aux_vary_verb,0.448
subj_aux_vary_verb_pp,0.541
subj_aux_vary_verb_rc,0.486
subj_verb_vary_verb,0.533
svo_vos,0.442
swapped_ditransitive_1,0.702
swapped_ditransitive_2,0.636
transitive,0.57
wh_island,0.941
wh_questions_object_gap,0.616
wh_questions_object_gap_long_distance,0.589
wh_questions_subject_gap,0.781
wh_questions_subject_gap_long_distance,0.881
wh_vs_that_no_gap,0.991
wh_vs_that_no_gap_long_distance,0.996
wh_vs_that_with_gap,0.282
wh_vs_that_with_gap_long_distance,0.284
