,best
adjunct_island,0.732
adv_order,0.487
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.491
center_embedding_double_1,0.48
center_embedding_double_2,0.853
center_embedding_single_1,0.389
center_embedding_single_2,0.791
complex_np_island,0.361
coordinate_structure_constrain_object_extraction,0.389
determiner_noun_agreement_1,0.473
determiner_noun_agreement_2,0.589
determiner_noun_agreement_adj_1,0.511
determiner_noun_agreement_adj_2,0.564
ellipsis,0.23
green_ideas,0.476
intransitive,0.58
left_branch_island_simple_question,0.049
matrix_question_npi_licensor_present,0.037
npi_present,0.474
only_npi_licensor_present,0.46
only_npi_scope,0.129
pp_order,0.496
principle_A_c_command,0.495
principle_A_domain_1,1.0
principle_A_domain_2,0.501
principle_A_domain_3,0.479
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.656
recursion_poss_ditransitive_medium,0.701
recursion_poss_ditransitive_short,0.744
recursion_poss_transitive_long,0.726
recursion_poss_transitive_medium,0.73
recursion_poss_transitive_short,0.768
recursion_pp_is_long,0.001
recursion_pp_is_medium,0.0
recursion_pp_is_short,0.0
recursion_pp_verb_long,1.0
recursion_pp_verb_medium,1.0
recursion_pp_verb_short,0.996
sentential_negation_npi_licensor_present,0.43
sentential_negation_npi_scope,0.61
subj_aux_agreement_question_vary_aux,0.418
subj_aux_agreement_question_vary_subj,0.478
subj_aux_vary_subj,0.548
subj_aux_vary_verb,0.765
subj_aux_vary_verb_pp,0.447
subj_aux_vary_verb_rc,0.467
subj_verb_vary_verb,0.475
svo_vos,0.628
swapped_ditransitive_1,0.806
swapped_ditransitive_2,0.712
transitive,0.821
wh_island,0.976
wh_questions_object_gap,0.06
wh_questions_object_gap_long_distance,0.053
wh_questions_subject_gap,0.797
wh_questions_subject_gap_long_distance,0.873
wh_vs_that_no_gap,0.959
wh_vs_that_no_gap_long_distance,0.947
wh_vs_that_with_gap,0.455
wh_vs_that_with_gap_long_distance,0.395
