,best
adjunct_island,0.9
adv_order,0.408
wh_vs_that_with_gap,0.507
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.488
recursion_pp_verb_long,0.947
center_embedding_double_1,0.418
recursion_pp_verb_medium,0.998
center_embedding_double_2,0.905
recursion_pp_verb_short,1.0
center_embedding_single_1,0.407
subj_aux_vary_verb_rc,0.414
center_embedding_single_2,0.781
complex_np_island,0.526
recursion_poss_transitive_medium,0.831
coordinate_structure_constrain_object_extraction,0.498
subj_aux_vary_verb_pp,0.367
determiner_noun_agreement_1,0.56
subj_verb_vary_verb,0.502
determiner_noun_agreement_2,0.67
svo_vos,0.579
determiner_noun_agreement_adj_1,0.534
swapped_ditransitive_1,0.902
determiner_noun_agreement_adj_2,0.593
ellipsis,0.511
green_ideas,0.487
intransitive,0.699
recursion_poss_transitive_short,0.863
left_branch_island_simple_question,0.106
recursion_pp_is_long,0.001
matrix_question_npi_licensor_present,0.073
npi_present,0.415
swapped_ditransitive_2,0.818
only_npi_licensor_present,0.97
only_npi_scope,0.239
pp_order,0.36
principle_A_c_command,0.505
principle_A_domain_1,1.0
principle_A_domain_2,0.509
principle_A_domain_3,0.484
transitive,0.851
recursion_intensifier_adj_long,1.0
wh_island,0.982
recursion_intensifier_adj_medium,1.0
wh_questions_object_gap,0.121
recursion_intensifier_adj_short,1.0
wh_vs_that_with_gap_long_distance,0.437
recursion_intensifier_adv_long,0.0
wh_questions_object_gap_long_distance,0.119
recursion_intensifier_adv_medium,0.0
wh_questions_subject_gap,0.738
recursion_intensifier_adv_short,0.0
wh_questions_subject_gap_long_distance,0.757
recursion_poss_ditransitive_long,0.593
recursion_pp_is_medium,0.0
recursion_poss_ditransitive_medium,0.538
recursion_pp_is_short,0.006
recursion_poss_ditransitive_short,0.528
wh_vs_that_no_gap,0.941
recursion_poss_transitive_long,0.861
subj_aux_agreement_question_vary_subj,0.497
sentential_negation_npi_licensor_present,0.147
wh_vs_that_no_gap_long_distance,0.886
sentential_negation_npi_scope,0.624
subj_aux_vary_subj,0.593
subj_aux_agreement_question_vary_aux,0.447
subj_aux_vary_verb,0.804
