,best
adjunct_island,0.565
adv_order,0.383
anaphor_gender_agreement,0.502
anaphor_number_agreement,0.45
center_embedding_double_1,0.641
center_embedding_double_2,0.946
center_embedding_single_1,0.407
center_embedding_single_2,0.86
complex_np_island,0.497
coordinate_structure_constrain_object_extraction,0.329
determiner_noun_agreement_1,0.497
determiner_noun_agreement_2,0.581
determiner_noun_agreement_adj_1,0.53
determiner_noun_agreement_adj_2,0.602
ellipsis,0.214
green_ideas,0.468
intransitive,0.449
left_branch_island_simple_question,0.314
matrix_question_npi_licensor_present,0.818
npi_present,0.307
only_npi_licensor_present,1.0
only_npi_scope,0.993
pp_order,0.416
principle_A_c_command,0.485
principle_A_domain_1,1.0
principle_A_domain_2,0.523
principle_A_domain_3,0.504
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.554
recursion_poss_ditransitive_medium,0.58
recursion_poss_ditransitive_short,0.591
recursion_poss_transitive_long,0.632
recursion_poss_transitive_medium,0.711
recursion_poss_transitive_short,0.835
recursion_pp_is_long,0.395
recursion_pp_is_medium,0.171
recursion_pp_is_short,0.237
recursion_pp_verb_long,0.997
recursion_pp_verb_medium,1.0
recursion_pp_verb_short,1.0
sentential_negation_npi_licensor_present,0.869
sentential_negation_npi_scope,0.412
subj_aux_agreement_question_vary_aux,0.488
subj_aux_agreement_question_vary_subj,0.49
subj_aux_vary_subj,0.513
subj_aux_vary_verb,0.509
subj_aux_vary_verb_pp,0.503
subj_aux_vary_verb_rc,0.483
subj_verb_vary_verb,0.394
svo_vos,0.297
swapped_ditransitive_1,0.842
swapped_ditransitive_2,0.693
transitive,0.733
wh_island,0.993
wh_questions_object_gap,0.333
wh_questions_object_gap_long_distance,0.228
wh_questions_subject_gap,0.488
wh_questions_subject_gap_long_distance,0.408
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,0.974
wh_vs_that_with_gap,0.302
wh_vs_that_with_gap_long_distance,0.552
