,best
adjunct_island,0.617
adv_order,0.707
wh_vs_that_with_gap,0.142
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.507
recursion_pp_verb_long,0.968
center_embedding_double_1,0.409
recursion_pp_verb_medium,0.989
center_embedding_double_2,0.805
recursion_pp_verb_short,1.0
center_embedding_single_1,0.467
subj_aux_vary_verb_rc,0.522
center_embedding_single_2,0.963
complex_np_island,0.366
recursion_poss_transitive_medium,0.887
coordinate_structure_constrain_object_extraction,0.66
subj_aux_vary_verb_pp,0.52
determiner_noun_agreement_1,0.472
subj_verb_vary_verb,0.416
determiner_noun_agreement_2,0.577
svo_vos,0.473
determiner_noun_agreement_adj_1,0.518
swapped_ditransitive_1,0.833
determiner_noun_agreement_adj_2,0.601
ellipsis,0.28
green_ideas,0.505
intransitive,0.431
recursion_poss_transitive_short,0.899
left_branch_island_simple_question,0.049
recursion_pp_is_long,0.79
matrix_question_npi_licensor_present,0.726
npi_present,0.48
swapped_ditransitive_2,0.86
only_npi_licensor_present,0.99
only_npi_scope,0.531
pp_order,0.76
principle_A_c_command,0.504
principle_A_domain_1,1.0
principle_A_domain_2,0.524
principle_A_domain_3,0.498
transitive,0.838
recursion_intensifier_adj_long,1.0
wh_island,0.552
recursion_intensifier_adj_medium,1.0
wh_questions_object_gap,0.316
recursion_intensifier_adj_short,1.0
wh_vs_that_with_gap_long_distance,0.145
recursion_intensifier_adv_long,0.0
wh_questions_object_gap_long_distance,0.181
recursion_intensifier_adv_medium,0.0
wh_questions_subject_gap,0.91
recursion_intensifier_adv_short,0.0
wh_questions_subject_gap_long_distance,0.898
recursion_poss_ditransitive_long,0.644
recursion_pp_is_medium,0.681
recursion_poss_ditransitive_medium,0.712
recursion_pp_is_short,0.071
recursion_poss_ditransitive_short,0.755
wh_vs_that_no_gap,1.0
recursion_poss_transitive_long,0.768
subj_aux_agreement_question_vary_subj,0.492
sentential_negation_npi_licensor_present,0.475
wh_vs_that_no_gap_long_distance,1.0
sentential_negation_npi_scope,0.489
subj_aux_vary_subj,0.528
subj_aux_agreement_question_vary_aux,0.507
subj_aux_vary_verb,0.568
