,checkpoint-16000
adjunct_island,0.924
adv_order,0.949
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.683
center_embedding_double_1,0.258
center_embedding_double_2,0.999
center_embedding_single_1,0.211
center_embedding_single_2,0.999
complex_np_island,0.193
coordinate_structure_constrain_object_extraction,0.393
determiner_noun_agreement_1,0.912
determiner_noun_agreement_2,0.969
determiner_noun_agreement_adj_1,0.728
determiner_noun_agreement_adj_2,0.794
ellipsis,0.402
green_ideas,0.818
intransitive,0.718
left_branch_island_simple_question,0.206
matrix_question_npi_licensor_present,0.497
npi_present,0.399
only_npi_licensor_present,0.749
only_npi_scope,0.986
pp_order,0.706
principle_A_c_command,0.471
principle_A_domain_1,1.0
principle_A_domain_2,0.543
principle_A_domain_3,0.498
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.919
recursion_poss_ditransitive_medium,0.953
recursion_poss_ditransitive_short,0.952
recursion_poss_transitive_long,0.899
recursion_poss_transitive_medium,0.956
recursion_poss_transitive_short,0.997
recursion_pp_is_long,0.287
recursion_pp_is_medium,0.258
recursion_pp_is_short,0.782
recursion_pp_verb_long,0.234
recursion_pp_verb_medium,0.251
recursion_pp_verb_short,0.628
sentential_negation_npi_licensor_present,0.088
sentential_negation_npi_scope,0.715
subj_aux_agreement_question_vary_aux,0.687
subj_aux_agreement_question_vary_subj,0.533
subj_aux_vary_subj,0.928
subj_aux_vary_verb,0.973
subj_aux_vary_verb_pp,0.132
subj_aux_vary_verb_rc,0.301
subj_verb_vary_verb,0.809
svo_vos,0.722
swapped_ditransitive_1,0.797
swapped_ditransitive_2,0.748
transitive,0.887
wh_island,0.831
wh_questions_object_gap,0.137
wh_questions_object_gap_long_distance,0.197
wh_questions_subject_gap,0.814
wh_questions_subject_gap_long_distance,0.922
wh_vs_that_no_gap,0.995
wh_vs_that_no_gap_long_distance,0.992
wh_vs_that_with_gap,0.406
wh_vs_that_with_gap_long_distance,0.097
