,best
adjunct_island,0.395
adv_order,0.53
wh_vs_that_with_gap,0.038
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.502
recursion_pp_verb_long,0.843
center_embedding_double_1,0.47
recursion_pp_verb_medium,0.807
center_embedding_double_2,0.88
recursion_pp_verb_short,0.99
center_embedding_single_1,0.396
subj_aux_vary_verb_rc,0.518
center_embedding_single_2,0.856
complex_np_island,0.444
recursion_poss_transitive_medium,1.0
coordinate_structure_constrain_object_extraction,0.239
subj_aux_vary_verb_pp,0.516
determiner_noun_agreement_1,0.482
subj_verb_vary_verb,0.41
determiner_noun_agreement_2,0.564
svo_vos,0.422
determiner_noun_agreement_adj_1,0.497
swapped_ditransitive_1,0.922
determiner_noun_agreement_adj_2,0.584
ellipsis,0.096
green_ideas,0.5
intransitive,0.585
recursion_poss_transitive_short,0.999
left_branch_island_simple_question,0.185
recursion_pp_is_long,0.445
matrix_question_npi_licensor_present,0.139
npi_present,0.496
swapped_ditransitive_2,0.743
only_npi_licensor_present,1.0
only_npi_scope,0.08
pp_order,0.617
principle_A_c_command,0.485
principle_A_domain_1,0.96
principle_A_domain_2,0.506
principle_A_domain_3,0.519
transitive,0.679
recursion_intensifier_adj_long,1.0
wh_island,0.999
recursion_intensifier_adj_medium,1.0
wh_questions_object_gap,0.329
recursion_intensifier_adj_short,1.0
wh_vs_that_with_gap_long_distance,0.015
recursion_intensifier_adv_long,0.0
wh_questions_object_gap_long_distance,0.359
recursion_intensifier_adv_medium,0.0
wh_questions_subject_gap,0.811
recursion_intensifier_adv_short,0.0
wh_questions_subject_gap_long_distance,0.754
recursion_poss_ditransitive_long,0.529
recursion_pp_is_medium,0.277
recursion_poss_ditransitive_medium,0.526
recursion_pp_is_short,0.01
recursion_poss_ditransitive_short,0.573
wh_vs_that_no_gap,0.998
recursion_poss_transitive_long,1.0
subj_aux_agreement_question_vary_subj,0.492
sentential_negation_npi_licensor_present,0.186
wh_vs_that_no_gap_long_distance,1.0
sentential_negation_npi_scope,0.276
subj_aux_vary_subj,0.546
subj_aux_agreement_question_vary_aux,0.445
subj_aux_vary_verb,0.496
