,best
adjunct_island,0.593
adv_order,0.445
anaphor_gender_agreement,0.503
anaphor_number_agreement,0.527
center_embedding_double_1,0.397
center_embedding_double_2,0.909
center_embedding_single_1,0.356
center_embedding_single_2,0.934
complex_np_island,0.403
coordinate_structure_constrain_object_extraction,0.326
determiner_noun_agreement_1,0.473
determiner_noun_agreement_2,0.563
determiner_noun_agreement_adj_1,0.52
determiner_noun_agreement_adj_2,0.576
ellipsis,0.176
green_ideas,0.534
intransitive,0.615
left_branch_island_simple_question,0.253
matrix_question_npi_licensor_present,0.217
npi_present,0.44
only_npi_licensor_present,0.192
only_npi_scope,0.409
pp_order,0.752
principle_A_c_command,0.511
principle_A_domain_1,1.0
principle_A_domain_2,0.495
principle_A_domain_3,0.491
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.435
recursion_poss_ditransitive_medium,0.494
recursion_poss_ditransitive_short,0.545
recursion_poss_transitive_long,0.861
recursion_poss_transitive_medium,0.877
recursion_poss_transitive_short,0.885
recursion_pp_is_long,0.518
recursion_pp_is_medium,0.373
recursion_pp_is_short,0.312
recursion_pp_verb_long,0.002
recursion_pp_verb_medium,0.142
recursion_pp_verb_short,0.865
sentential_negation_npi_licensor_present,0.469
sentential_negation_npi_scope,0.351
subj_aux_agreement_question_vary_aux,0.392
subj_aux_agreement_question_vary_subj,0.498
subj_aux_vary_subj,0.516
subj_aux_vary_verb,0.458
subj_aux_vary_verb_pp,0.498
subj_aux_vary_verb_rc,0.501
subj_verb_vary_verb,0.391
svo_vos,0.44
swapped_ditransitive_1,0.892
swapped_ditransitive_2,0.831
transitive,0.675
wh_island,0.998
wh_questions_object_gap,0.312
wh_questions_object_gap_long_distance,0.325
wh_questions_subject_gap,0.866
wh_questions_subject_gap_long_distance,0.812
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,1.0
wh_vs_that_with_gap,0.187
wh_vs_that_with_gap_long_distance,0.287
