,checkpoint-28000
adjunct_island,0.838
adv_order,0.811
anaphor_gender_agreement,0.727
anaphor_number_agreement,0.785
center_embedding_double_1,0.291
center_embedding_double_2,0.992
center_embedding_single_1,0.306
center_embedding_single_2,0.991
complex_np_island,0.322
coordinate_structure_constrain_object_extraction,0.68
determiner_noun_agreement_1,0.974
determiner_noun_agreement_2,0.981
determiner_noun_agreement_adj_1,0.879
determiner_noun_agreement_adj_2,0.922
ellipsis,0.777
green_ideas,0.734
intransitive,0.633
left_branch_island_simple_question,0.573
matrix_question_npi_licensor_present,0.413
npi_present,0.453
only_npi_licensor_present,0.473
only_npi_scope,0.654
pp_order,0.824
principle_A_c_command,0.371
principle_A_domain_1,1.0
principle_A_domain_2,0.671
principle_A_domain_3,0.563
recursion_intensifier_adj_long,0.995
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.014
recursion_intensifier_adv_medium,0.007
recursion_intensifier_adv_short,0.054
recursion_poss_ditransitive_long,0.955
recursion_poss_ditransitive_medium,0.966
recursion_poss_ditransitive_short,0.988
recursion_poss_transitive_long,0.798
recursion_poss_transitive_medium,0.855
recursion_poss_transitive_short,0.976
recursion_pp_is_long,0.1
recursion_pp_is_medium,0.118
recursion_pp_is_short,0.767
recursion_pp_verb_long,0.967
recursion_pp_verb_medium,0.915
recursion_pp_verb_short,0.939
sentential_negation_npi_licensor_present,0.14
sentential_negation_npi_scope,0.113
subj_aux_agreement_question_vary_aux,0.63
subj_aux_agreement_question_vary_subj,0.54
subj_aux_vary_subj,0.863
subj_aux_vary_verb,0.986
subj_aux_vary_verb_pp,0.249
subj_aux_vary_verb_rc,0.313
subj_verb_vary_verb,0.812
svo_vos,0.689
swapped_ditransitive_1,0.948
swapped_ditransitive_2,0.953
transitive,0.941
wh_island,0.8
wh_questions_object_gap,0.215
wh_questions_object_gap_long_distance,0.229
wh_questions_subject_gap,0.837
wh_questions_subject_gap_long_distance,0.934
wh_vs_that_no_gap,0.975
wh_vs_that_no_gap_long_distance,0.98
wh_vs_that_with_gap,0.275
wh_vs_that_with_gap_long_distance,0.104
