,best
adjunct_island,0.654
adv_order,0.512
anaphor_gender_agreement,0.505
anaphor_number_agreement,0.437
center_embedding_double_1,0.506
center_embedding_double_2,0.935
center_embedding_single_1,0.371
center_embedding_single_2,0.947
complex_np_island,0.473
coordinate_structure_constrain_object_extraction,0.293
determiner_noun_agreement_1,0.476
determiner_noun_agreement_2,0.581
determiner_noun_agreement_adj_1,0.52
determiner_noun_agreement_adj_2,0.602
ellipsis,0.222
green_ideas,0.404
intransitive,0.491
left_branch_island_simple_question,0.166
matrix_question_npi_licensor_present,0.457
npi_present,0.464
only_npi_licensor_present,0.775
only_npi_scope,0.503
pp_order,0.429
principle_A_c_command,0.482
principle_A_domain_1,1.0
principle_A_domain_2,0.51
principle_A_domain_3,0.488
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.592
recursion_poss_ditransitive_medium,0.61
recursion_poss_ditransitive_short,0.605
recursion_poss_transitive_long,0.877
recursion_poss_transitive_medium,0.915
recursion_poss_transitive_short,0.952
recursion_pp_is_long,0.509
recursion_pp_is_medium,0.297
recursion_pp_is_short,0.226
recursion_pp_verb_long,1.0
recursion_pp_verb_medium,1.0
recursion_pp_verb_short,1.0
sentential_negation_npi_licensor_present,0.768
sentential_negation_npi_scope,0.604
subj_aux_agreement_question_vary_aux,0.48
subj_aux_agreement_question_vary_subj,0.493
subj_aux_vary_subj,0.526
subj_aux_vary_verb,0.487
subj_aux_vary_verb_pp,0.513
subj_aux_vary_verb_rc,0.514
subj_verb_vary_verb,0.386
svo_vos,0.484
swapped_ditransitive_1,0.862
swapped_ditransitive_2,0.733
transitive,0.738
wh_island,1.0
wh_questions_object_gap,0.449
wh_questions_object_gap_long_distance,0.373
wh_questions_subject_gap,0.845
wh_questions_subject_gap_long_distance,0.591
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,1.0
wh_vs_that_with_gap,0.006
wh_vs_that_with_gap_long_distance,0.027
