,epoch_9
adjunct_island,0.884
adv_order,0.713
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.465
center_embedding_double_1,0.367
center_embedding_double_2,0.912
center_embedding_single_1,0.311
center_embedding_single_2,0.952
complex_np_island,0.45
coordinate_structure_constrain_object_extraction,0.38
determiner_noun_agreement_1,0.487
determiner_noun_agreement_2,0.607
determiner_noun_agreement_adj_1,0.513
determiner_noun_agreement_adj_2,0.614
ellipsis,0.355
green_ideas,0.517
intransitive,0.53
left_branch_island_simple_question,0.067
matrix_question_npi_licensor_present,0.726
npi_present,0.48
only_npi_licensor_present,0.877
only_npi_scope,0.923
pp_order,0.969
principle_A_c_command,0.495
principle_A_domain_1,1.0
principle_A_domain_2,0.501
principle_A_domain_3,0.461
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.318
recursion_poss_ditransitive_medium,0.385
recursion_poss_ditransitive_short,0.587
recursion_poss_transitive_long,0.973
recursion_poss_transitive_medium,0.969
recursion_poss_transitive_short,0.977
recursion_pp_is_long,0.722
recursion_pp_is_medium,0.754
recursion_pp_is_short,0.562
recursion_pp_verb_long,0.855
recursion_pp_verb_medium,0.896
recursion_pp_verb_short,0.826
sentential_negation_npi_licensor_present,0.509
sentential_negation_npi_scope,0.41
subj_aux_agreement_question_vary_aux,0.676
subj_aux_agreement_question_vary_subj,0.498
subj_aux_vary_subj,0.568
subj_aux_vary_verb,0.606
subj_aux_vary_verb_pp,0.443
subj_aux_vary_verb_rc,0.469
subj_verb_vary_verb,0.404
svo_vos,0.503
swapped_ditransitive_1,0.908
swapped_ditransitive_2,0.941
transitive,0.768
wh_island,0.988
wh_questions_object_gap,0.097
wh_questions_object_gap_long_distance,0.088
wh_questions_subject_gap,0.745
wh_questions_subject_gap_long_distance,0.81
wh_vs_that_no_gap,0.996
wh_vs_that_no_gap_long_distance,0.965
wh_vs_that_with_gap,0.441
wh_vs_that_with_gap_long_distance,0.449
