,best
adjunct_island,0.935
adv_order,0.451
wh_vs_that_with_gap,0.459
anaphor_gender_agreement,0.498
anaphor_number_agreement,0.488
recursion_pp_verb_long,1.0
center_embedding_double_1,0.432
recursion_pp_verb_medium,1.0
center_embedding_double_2,0.841
recursion_pp_verb_short,1.0
center_embedding_single_1,0.41
subj_aux_vary_verb_rc,0.462
center_embedding_single_2,0.793
complex_np_island,0.435
recursion_poss_transitive_medium,0.855
coordinate_structure_constrain_object_extraction,0.462
subj_aux_vary_verb_pp,0.458
determiner_noun_agreement_1,0.529
subj_verb_vary_verb,0.401
determiner_noun_agreement_2,0.635
svo_vos,0.635
determiner_noun_agreement_adj_1,0.531
swapped_ditransitive_1,0.805
determiner_noun_agreement_adj_2,0.59
ellipsis,0.465
green_ideas,0.456
intransitive,0.65
recursion_poss_transitive_short,0.849
left_branch_island_simple_question,0.111
recursion_pp_is_long,0.006
matrix_question_npi_licensor_present,0.25
npi_present,0.457
swapped_ditransitive_2,0.752
only_npi_licensor_present,0.878
only_npi_scope,0.14
pp_order,0.543
principle_A_c_command,0.487
principle_A_domain_1,1.0
principle_A_domain_2,0.526
principle_A_domain_3,0.473
transitive,0.837
recursion_intensifier_adj_long,1.0
wh_island,0.934
recursion_intensifier_adj_medium,1.0
wh_questions_object_gap,0.082
recursion_intensifier_adj_short,1.0
wh_vs_that_with_gap_long_distance,0.442
recursion_intensifier_adv_long,0.0
wh_questions_object_gap_long_distance,0.094
recursion_intensifier_adv_medium,0.0
wh_questions_subject_gap,0.659
recursion_intensifier_adv_short,0.0
wh_questions_subject_gap_long_distance,0.802
recursion_poss_ditransitive_long,0.498
recursion_pp_is_medium,0.0
recursion_poss_ditransitive_medium,0.581
recursion_pp_is_short,0.0
recursion_poss_ditransitive_short,0.634
wh_vs_that_no_gap,0.934
recursion_poss_transitive_long,0.753
subj_aux_agreement_question_vary_subj,0.495
sentential_negation_npi_licensor_present,0.608
wh_vs_that_no_gap_long_distance,0.965
sentential_negation_npi_scope,0.636
subj_aux_vary_subj,0.533
subj_aux_agreement_question_vary_aux,0.526
subj_aux_vary_verb,0.508
