,checkpoint-24000
adjunct_island,0.796
adv_order,0.824
anaphor_gender_agreement,0.71
anaphor_number_agreement,0.79
center_embedding_double_1,0.287
center_embedding_double_2,0.999
center_embedding_single_1,0.312
center_embedding_single_2,0.999
complex_np_island,0.29
coordinate_structure_constrain_object_extraction,0.532
determiner_noun_agreement_1,0.977
determiner_noun_agreement_2,0.984
determiner_noun_agreement_adj_1,0.885
determiner_noun_agreement_adj_2,0.925
ellipsis,0.694
green_ideas,0.79
intransitive,0.631
left_branch_island_simple_question,0.319
matrix_question_npi_licensor_present,0.447
npi_present,0.317
only_npi_licensor_present,0.851
only_npi_scope,0.731
pp_order,0.797
principle_A_c_command,0.34
principle_A_domain_1,1.0
principle_A_domain_2,0.701
principle_A_domain_3,0.569
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.03
recursion_poss_ditransitive_long,0.997
recursion_poss_ditransitive_medium,0.999
recursion_poss_ditransitive_short,0.99
recursion_poss_transitive_long,0.894
recursion_poss_transitive_medium,0.922
recursion_poss_transitive_short,0.996
recursion_pp_is_long,0.1
recursion_pp_is_medium,0.103
recursion_pp_is_short,0.682
recursion_pp_verb_long,0.913
recursion_pp_verb_medium,0.837
recursion_pp_verb_short,0.881
sentential_negation_npi_licensor_present,0.286
sentential_negation_npi_scope,0.2
subj_aux_agreement_question_vary_aux,0.607
subj_aux_agreement_question_vary_subj,0.537
subj_aux_vary_subj,0.937
subj_aux_vary_verb,0.992
subj_aux_vary_verb_pp,0.222
subj_aux_vary_verb_rc,0.319
subj_verb_vary_verb,0.874
svo_vos,0.718
swapped_ditransitive_1,0.959
swapped_ditransitive_2,0.943
transitive,0.942
wh_island,0.782
wh_questions_object_gap,0.226
wh_questions_object_gap_long_distance,0.226
wh_questions_subject_gap,0.774
wh_questions_subject_gap_long_distance,0.911
wh_vs_that_no_gap,0.978
wh_vs_that_no_gap_long_distance,0.959
wh_vs_that_with_gap,0.331
wh_vs_that_with_gap_long_distance,0.075
