,checkpoint-12000
adjunct_island,0.917
adv_order,0.892
anaphor_gender_agreement,0.499
anaphor_number_agreement,0.594
center_embedding_double_1,0.288
center_embedding_double_2,0.986
center_embedding_single_1,0.192
center_embedding_single_2,0.998
complex_np_island,0.266
coordinate_structure_constrain_object_extraction,0.523
determiner_noun_agreement_1,0.781
determiner_noun_agreement_2,0.875
determiner_noun_agreement_adj_1,0.53
determiner_noun_agreement_adj_2,0.621
ellipsis,0.211
green_ideas,0.68
intransitive,0.707
left_branch_island_simple_question,0.215
matrix_question_npi_licensor_present,0.394
npi_present,0.403
only_npi_licensor_present,0.441
only_npi_scope,0.994
pp_order,0.714
principle_A_c_command,0.532
principle_A_domain_1,1.0
principle_A_domain_2,0.485
principle_A_domain_3,0.498
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.982
recursion_poss_ditransitive_medium,0.97
recursion_poss_ditransitive_short,0.892
recursion_poss_transitive_long,0.824
recursion_poss_transitive_medium,0.88
recursion_poss_transitive_short,0.968
recursion_pp_is_long,0.225
recursion_pp_is_medium,0.181
recursion_pp_is_short,0.694
recursion_pp_verb_long,0.105
recursion_pp_verb_medium,0.132
recursion_pp_verb_short,0.827
sentential_negation_npi_licensor_present,0.051
sentential_negation_npi_scope,0.684
subj_aux_agreement_question_vary_aux,0.656
subj_aux_agreement_question_vary_subj,0.466
subj_aux_vary_subj,0.743
subj_aux_vary_verb,0.91
subj_aux_vary_verb_pp,0.189
subj_aux_vary_verb_rc,0.333
subj_verb_vary_verb,0.676
svo_vos,0.667
swapped_ditransitive_1,0.901
swapped_ditransitive_2,0.92
transitive,0.88
wh_island,0.887
wh_questions_object_gap,0.21
wh_questions_object_gap_long_distance,0.229
wh_questions_subject_gap,0.849
wh_questions_subject_gap_long_distance,0.958
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,0.999
wh_vs_that_with_gap,0.287
wh_vs_that_with_gap_long_distance,0.09
