,best
adjunct_island,0.748
adv_order,0.694
wh_vs_that_with_gap,0.181
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.52
recursion_pp_verb_long,0.969
center_embedding_double_1,0.411
recursion_pp_verb_medium,0.995
center_embedding_double_2,0.784
recursion_pp_verb_short,1.0
center_embedding_single_1,0.533
subj_aux_vary_verb_rc,0.499
center_embedding_single_2,0.967
complex_np_island,0.412
recursion_poss_transitive_medium,0.905
coordinate_structure_constrain_object_extraction,0.699
subj_aux_vary_verb_pp,0.492
determiner_noun_agreement_1,0.481
subj_verb_vary_verb,0.413
determiner_noun_agreement_2,0.579
svo_vos,0.366
determiner_noun_agreement_adj_1,0.522
swapped_ditransitive_1,0.756
determiner_noun_agreement_adj_2,0.603
ellipsis,0.293
green_ideas,0.457
intransitive,0.52
recursion_poss_transitive_short,0.953
left_branch_island_simple_question,0.07
recursion_pp_is_long,0.553
matrix_question_npi_licensor_present,0.691
npi_present,0.476
swapped_ditransitive_2,0.786
only_npi_licensor_present,0.977
only_npi_scope,0.636
pp_order,0.837
principle_A_c_command,0.511
principle_A_domain_1,1.0
principle_A_domain_2,0.52
principle_A_domain_3,0.476
transitive,0.872
recursion_intensifier_adj_long,1.0
wh_island,0.596
recursion_intensifier_adj_medium,1.0
wh_questions_object_gap,0.296
recursion_intensifier_adj_short,1.0
wh_vs_that_with_gap_long_distance,0.192
recursion_intensifier_adv_long,0.0
wh_questions_object_gap_long_distance,0.159
recursion_intensifier_adv_medium,0.0
wh_questions_subject_gap,0.743
recursion_intensifier_adv_short,0.0
wh_questions_subject_gap_long_distance,0.773
recursion_poss_ditransitive_long,0.786
recursion_pp_is_medium,0.471
recursion_poss_ditransitive_medium,0.792
recursion_pp_is_short,0.118
recursion_poss_ditransitive_short,0.827
wh_vs_that_no_gap,0.998
recursion_poss_transitive_long,0.75
subj_aux_agreement_question_vary_subj,0.485
sentential_negation_npi_licensor_present,0.362
wh_vs_that_no_gap_long_distance,0.998
sentential_negation_npi_scope,0.382
subj_aux_vary_subj,0.581
subj_aux_agreement_question_vary_aux,0.569
subj_aux_vary_verb,0.625
