,best
adjunct_island,0.487
adv_order,0.561
wh_vs_that_with_gap,0.241
anaphor_gender_agreement,0.499
anaphor_number_agreement,0.463
recursion_pp_verb_long,1.0
center_embedding_double_1,0.443
recursion_pp_verb_medium,1.0
center_embedding_double_2,0.828
recursion_pp_verb_short,1.0
center_embedding_single_1,0.442
subj_aux_vary_verb_rc,0.544
center_embedding_single_2,0.794
complex_np_island,0.435
recursion_poss_transitive_medium,0.949
coordinate_structure_constrain_object_extraction,0.159
subj_aux_vary_verb_pp,0.521
determiner_noun_agreement_1,0.469
subj_verb_vary_verb,0.384
determiner_noun_agreement_2,0.538
svo_vos,0.628
determiner_noun_agreement_adj_1,0.52
swapped_ditransitive_1,0.899
determiner_noun_agreement_adj_2,0.575
ellipsis,0.326
green_ideas,0.483
intransitive,0.482
recursion_poss_transitive_short,0.8
left_branch_island_simple_question,0.05
recursion_pp_is_long,0.465
matrix_question_npi_licensor_present,0.51
npi_present,0.431
swapped_ditransitive_2,0.729
only_npi_licensor_present,1.0
only_npi_scope,0.162
pp_order,0.548
principle_A_c_command,0.472
principle_A_domain_1,0.986
principle_A_domain_2,0.518
principle_A_domain_3,0.475
transitive,0.741
recursion_intensifier_adj_long,1.0
wh_island,0.995
recursion_intensifier_adj_medium,1.0
wh_questions_object_gap,0.116
recursion_intensifier_adj_short,1.0
wh_vs_that_with_gap_long_distance,0.173
recursion_intensifier_adv_long,0.0
wh_questions_object_gap_long_distance,0.136
recursion_intensifier_adv_medium,0.0
wh_questions_subject_gap,0.951
recursion_intensifier_adv_short,0.0
wh_questions_subject_gap_long_distance,0.96
recursion_poss_ditransitive_long,0.635
recursion_pp_is_medium,0.132
recursion_poss_ditransitive_medium,0.63
recursion_pp_is_short,0.002
recursion_poss_ditransitive_short,0.69
wh_vs_that_no_gap,0.998
recursion_poss_transitive_long,0.94
subj_aux_agreement_question_vary_subj,0.495
sentential_negation_npi_licensor_present,0.749
wh_vs_that_no_gap_long_distance,0.998
sentential_negation_npi_scope,0.409
subj_aux_vary_subj,0.495
subj_aux_agreement_question_vary_aux,0.421
subj_aux_vary_verb,0.481
