,best
adjunct_island,0.664
adv_order,0.516
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.465
center_embedding_double_1,0.868
center_embedding_double_2,0.446
center_embedding_single_1,0.901
center_embedding_single_2,0.366
complex_np_island,0.422
coordinate_structure_constrain_object_extraction,0.354
determiner_noun_agreement_1,0.513
determiner_noun_agreement_2,0.524
determiner_noun_agreement_adj_1,0.519
determiner_noun_agreement_adj_2,0.516
ellipsis,0.369
green_ideas,0.42
intransitive,0.335
left_branch_island_simple_question,0.3
matrix_question_npi_licensor_present,0.701
npi_present,0.873
only_npi_licensor_present,1.0
only_npi_scope,1.0
pp_order,0.457
principle_A_c_command,0.472
principle_A_domain_1,0.667
principle_A_domain_2,0.512
principle_A_domain_3,0.49
recursion_intensifier_adj_long,0.848
recursion_intensifier_adj_medium,0.714
recursion_intensifier_adj_short,0.235
recursion_intensifier_adv_long,0.18
recursion_intensifier_adv_medium,0.362
recursion_intensifier_adv_short,0.806
recursion_poss_ditransitive_long,0.254
recursion_poss_ditransitive_medium,0.278
recursion_poss_ditransitive_short,0.29
recursion_poss_transitive_long,0.5
recursion_poss_transitive_medium,0.488
recursion_poss_transitive_short,0.59
recursion_pp_is_long,0.639
recursion_pp_is_medium,0.726
recursion_pp_is_short,0.832
recursion_pp_verb_long,0.0
recursion_pp_verb_medium,0.0
recursion_pp_verb_short,0.0
sentential_negation_npi_licensor_present,0.968
sentential_negation_npi_scope,0.277
subj_aux_agreement_question_vary_aux,0.471
subj_aux_agreement_question_vary_subj,0.489
subj_aux_vary_subj,0.483
subj_aux_vary_verb,0.577
subj_aux_vary_verb_pp,0.508
subj_aux_vary_verb_rc,0.5
subj_verb_vary_verb,0.493
svo_vos,0.306
swapped_ditransitive_1,0.567
swapped_ditransitive_2,0.479
transitive,0.703
wh_island,0.953
wh_questions_object_gap,0.262
wh_questions_object_gap_long_distance,0.223
wh_questions_subject_gap,0.648
wh_questions_subject_gap_long_distance,0.638
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,1.0
wh_vs_that_with_gap,0.544
wh_vs_that_with_gap_long_distance,0.569
