,best
adjunct_island,0.889
adv_order,0.42
wh_vs_that_with_gap,0.6
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.472
recursion_pp_verb_long,0.986
center_embedding_double_1,0.419
recursion_pp_verb_medium,1.0
center_embedding_double_2,0.902
recursion_pp_verb_short,1.0
center_embedding_single_1,0.39
subj_aux_vary_verb_rc,0.466
center_embedding_single_2,0.801
complex_np_island,0.52
recursion_poss_transitive_medium,0.818
coordinate_structure_constrain_object_extraction,0.464
subj_aux_vary_verb_pp,0.421
determiner_noun_agreement_1,0.512
subj_verb_vary_verb,0.468
determiner_noun_agreement_2,0.626
svo_vos,0.581
determiner_noun_agreement_adj_1,0.521
swapped_ditransitive_1,0.889
determiner_noun_agreement_adj_2,0.592
ellipsis,0.477
green_ideas,0.458
intransitive,0.671
recursion_poss_transitive_short,0.839
left_branch_island_simple_question,0.122
recursion_pp_is_long,0.0
matrix_question_npi_licensor_present,0.036
npi_present,0.414
swapped_ditransitive_2,0.799
only_npi_licensor_present,0.937
only_npi_scope,0.188
pp_order,0.383
principle_A_c_command,0.493
principle_A_domain_1,1.0
principle_A_domain_2,0.504
principle_A_domain_3,0.481
transitive,0.832
recursion_intensifier_adj_long,1.0
wh_island,0.988
recursion_intensifier_adj_medium,1.0
wh_questions_object_gap,0.07
recursion_intensifier_adj_short,1.0
wh_vs_that_with_gap_long_distance,0.624
recursion_intensifier_adv_long,0.0
wh_questions_object_gap_long_distance,0.069
recursion_intensifier_adv_medium,0.0
wh_questions_subject_gap,0.715
recursion_intensifier_adv_short,0.0
wh_questions_subject_gap_long_distance,0.764
recursion_poss_ditransitive_long,0.518
recursion_pp_is_medium,0.0
recursion_poss_ditransitive_medium,0.516
recursion_pp_is_short,0.0
recursion_poss_ditransitive_short,0.554
wh_vs_that_no_gap,0.886
recursion_poss_transitive_long,0.836
subj_aux_agreement_question_vary_subj,0.493
sentential_negation_npi_licensor_present,0.363
wh_vs_that_no_gap_long_distance,0.774
sentential_negation_npi_scope,0.682
subj_aux_vary_subj,0.575
subj_aux_agreement_question_vary_aux,0.418
subj_aux_vary_verb,0.763
