,best
agreement_determiner_noun-across_1_adjective,0.5395
agreement_determiner_noun-between_neighbors,0.591
agreement_subject_verb-across_prepositional_phrase,0.524
agreement_subject_verb-across_relative_clause,0.504
agreement_subject_verb-in_question_with_aux,0.507
agreement_subject_verb-in_simple_question,0.505
anaphor_agreement-pronoun_gender,0.53
argument_structure-dropped_argument,0.896
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.6205
binding-principle_a,0.388
case-subjective_pronoun,1.0
ellipsis-n_bar,0.409
filler-gap-wh_question_object,0.5375
filler-gap-wh_question_subject,0.762
irregular-verb,0.61
island-effects-adjunct_island,0.5705
island-effects-coordinate_structure_constraint,0.656
local_attractor-in_question_with_aux,0.588
npi_licensing-matrix_question,0.2235
npi_licensing-only_npi_licensor,0.9
quantifiers-existential_there,0.809
quantifiers-superlative,0.306
