,best
agreement_determiner_noun-across_1_adjective,0.714
agreement_determiner_noun-between_neighbors,0.805
agreement_subject_verb-across_prepositional_phrase,0.625
agreement_subject_verb-across_relative_clause,0.583
agreement_subject_verb-in_question_with_aux,0.5575
agreement_subject_verb-in_simple_question,0.5595
anaphor_agreement-pronoun_gender,0.6125
argument_structure-dropped_argument,0.8055
argument_structure-swapped_arguments,0.979
argument_structure-transitive,0.645
binding-principle_a,0.3785
case-subjective_pronoun,0.9995
ellipsis-n_bar,0.416
filler-gap-wh_question_object,0.672
filler-gap-wh_question_subject,0.9915
irregular-verb,0.8135
island-effects-adjunct_island,0.8185
island-effects-coordinate_structure_constraint,0.6695
local_attractor-in_question_with_aux,0.4685
npi_licensing-matrix_question,0.1085
npi_licensing-only_npi_licensor,0.923
quantifiers-existential_there,0.891
quantifiers-superlative,0.29
