,best
agreement_determiner_noun-across_1_adjective,0.5085
agreement_determiner_noun-between_neighbors,0.535
agreement_subject_verb-across_prepositional_phrase,0.501
agreement_subject_verb-across_relative_clause,0.514
agreement_subject_verb-in_question_with_aux,0.4985
agreement_subject_verb-in_simple_question,0.5045
anaphor_agreement-pronoun_gender,0.529
argument_structure-dropped_argument,0.91
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.6325
binding-principle_a,0.386
case-subjective_pronoun,1.0
ellipsis-n_bar,0.191
filler-gap-wh_question_object,0.387
filler-gap-wh_question_subject,0.681
irregular-verb,0.5865
island-effects-adjunct_island,0.633
island-effects-coordinate_structure_constraint,0.474
local_attractor-in_question_with_aux,0.527
npi_licensing-matrix_question,0.1745
npi_licensing-only_npi_licensor,0.2745
quantifiers-existential_there,0.727
quantifiers-superlative,0.4855
