,best
agreement_determiner_noun-across_1_adjective,0.6365
agreement_determiner_noun-between_neighbors,0.7175
agreement_subject_verb-across_prepositional_phrase,0.594
agreement_subject_verb-across_relative_clause,0.5855
agreement_subject_verb-in_question_with_aux,0.5325
agreement_subject_verb-in_simple_question,0.5405
anaphor_agreement-pronoun_gender,0.5615
argument_structure-dropped_argument,0.768
argument_structure-swapped_arguments,0.9735
argument_structure-transitive,0.675
binding-principle_a,0.3575
case-subjective_pronoun,0.998
ellipsis-n_bar,0.343
filler-gap-wh_question_object,0.5785
filler-gap-wh_question_subject,0.988
irregular-verb,0.788
island-effects-adjunct_island,0.786
island-effects-coordinate_structure_constraint,0.7425
local_attractor-in_question_with_aux,0.4695
npi_licensing-matrix_question,0.1275
npi_licensing-only_npi_licensor,0.883
quantifiers-existential_there,0.8725
quantifiers-superlative,0.09
