,best
agreement_determiner_noun-across_1_adjective,0.5105
agreement_determiner_noun-between_neighbors,0.5785
agreement_subject_verb-across_prepositional_phrase,0.5175
agreement_subject_verb-across_relative_clause,0.5115
agreement_subject_verb-in_question_with_aux,0.4965
agreement_subject_verb-in_simple_question,0.5105
anaphor_agreement-pronoun_gender,0.489
argument_structure-dropped_argument,0.7905
argument_structure-swapped_arguments,0.9855
argument_structure-transitive,0.6665
binding-principle_a,0.3735
case-subjective_pronoun,0.9965
ellipsis-n_bar,0.4895
filler-gap-wh_question_object,0.2455
filler-gap-wh_question_subject,0.9875
irregular-verb,0.6955
island-effects-adjunct_island,0.4515
island-effects-coordinate_structure_constraint,0.6175
local_attractor-in_question_with_aux,0.62
npi_licensing-matrix_question,0.136
npi_licensing-only_npi_licensor,0.5045
quantifiers-existential_there,0.7595
quantifiers-superlative,0.482
