,best
agreement_determiner_noun-across_1_adjective,0.5195
agreement_determiner_noun-between_neighbors,0.543
agreement_subject_verb-across_prepositional_phrase,0.5415
agreement_subject_verb-across_relative_clause,0.515
agreement_subject_verb-in_question_with_aux,0.5045
agreement_subject_verb-in_simple_question,0.5045
anaphor_agreement-pronoun_gender,0.5375
argument_structure-dropped_argument,0.9345
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.6225
binding-principle_a,0.438
case-subjective_pronoun,1.0
ellipsis-n_bar,0.3915
filler-gap-wh_question_object,0.6065
filler-gap-wh_question_subject,0.8315
irregular-verb,0.6515
island-effects-adjunct_island,0.591
island-effects-coordinate_structure_constraint,0.6495
local_attractor-in_question_with_aux,0.6155
npi_licensing-matrix_question,0.2465
npi_licensing-only_npi_licensor,0.965
quantifiers-existential_there,0.752
quantifiers-superlative,0.4885
