,best
agreement_determiner_noun-across_1_adjective,0.5105
agreement_determiner_noun-between_neighbors,0.532
agreement_subject_verb-across_prepositional_phrase,0.501
agreement_subject_verb-across_relative_clause,0.498
agreement_subject_verb-in_question_with_aux,0.509
agreement_subject_verb-in_simple_question,0.5075
anaphor_agreement-pronoun_gender,0.472
argument_structure-dropped_argument,0.829
argument_structure-swapped_arguments,0.7475
argument_structure-transitive,0.5895
binding-principle_a,0.5825
case-subjective_pronoun,0.7165
ellipsis-n_bar,0.3585
filler-gap-wh_question_object,0.048
filler-gap-wh_question_subject,0.9495
irregular-verb,0.495
island-effects-adjunct_island,0.8725
island-effects-coordinate_structure_constraint,0.065
local_attractor-in_question_with_aux,0.458
npi_licensing-matrix_question,0.6515
npi_licensing-only_npi_licensor,1.0
quantifiers-existential_there,0.337
quantifiers-superlative,0.987
