,agreement_determiner_noun-across_1_adjective,agreement_determiner_noun-between_neighbors,agreement_subject_verb-across_prepositional_phrase,agreement_subject_verb-across_relative_clause,agreement_subject_verb-in_question_with_aux,agreement_subject_verb-in_simple_question,anaphor_agreement-pronoun_gender,argument_structure-dropped_argument,argument_structure-swapped_arguments,argument_structure-transitive,binding-principle_a,case-subjective_pronoun,ellipsis-n_bar,filler-gap-wh_question_object,filler-gap-wh_question_subject,irregular-verb,island-effects-adjunct_island,island-effects-coordinate_structure_constraint,local_attractor-in_question_with_aux,npi_licensing-matrix_question,npi_licensing-only_npi_licensor,quantifiers-existential_there,quantifiers-superlative
0,"[(0, 2783.633544921875), (1, 2147.80810546875)]","[(0, 5813.21240234375), (1, 4314.083984375)]","[(0, 2292.93701171875), (1, 2111.68408203125)]","[(0, 3922.916015625), (1, 2962.384033203125)]","[(0, 1666.22265625), (1, 1356.8138427734375)]","[(0, 1810.810302734375), (1, 786.001953125)]","[(0, 22694.69140625), (1, 19520.62109375)]","[(0, 9636.79296875), (1, 3291.76220703125)]","[(0, 9918.0458984375), (1, 5779.1455078125)]","[(0, 94632.5703125), (1, 70407.96875)]","[(0, 5384.69140625), (1, 6430.47412109375)]","[(0, 8650.12109375), (1, 4340.59130859375)]","[(0, 11122.1533203125), (1, 11056.8603515625)]","[(0, 2266.01708984375), (1, 2389.553955078125)]","[(0, 3785.1943359375), (1, 2315.674072265625)]","[(0, 3598.39404296875), (1, 3536.44580078125)]","[(0, 2846.360107421875), (1, 2822.2333984375)]","[(0, 4834.53662109375), (1, 4113.392578125)]","[(0, 1976.862548828125), (1, 2219.97509765625)]","[(0, 1980.0927734375), (1, 1086.763916015625)]","[(0, 16605.404296875), (1, 13784.23046875)]","[(0, 2992.687744140625), (1, 2917.64453125)]","[(0, 2773.3232421875), (1, 2401.2421875)]"
1,"[(0, 4617.134765625), (1, 4853.92138671875)]","[(0, 4120.1650390625), (1, 2943.711181640625)]","[(0, 2285.956787109375), (1, 2077.189453125)]","[(0, 1957.2265625), (1, 1465.6517333984375)]","[(0, 1644.881591796875), (1, 1246.3065185546875)]","[(0, 1600.20751953125), (1, 741.2025756835938)]","[(0, 8781.541015625), (1, 8698.390625)]","[(0, 5085.16796875), (1, 2956.3486328125)]","[(0, 4362.49462890625), (1, 2005.2236328125)]","[(0, 36648.28515625), (1, 34639.2109375)]","[(0, 9120.5478515625), (1, 11668.673828125)]","[(0, 6943.92236328125), (1, 2510.03662109375)]","[(0, 9757.8486328125), (1, 10945.4404296875)]","[(0, 2025.6907958984375), (1, 2724.845947265625)]","[(0, 5657.8408203125), (1, 3293.649658203125)]","[(0, 2345.361328125), (1, 2761.087646484375)]","[(0, 1941.3785400390625), (1, 2044.1968994140625)]","[(0, 3782.671875), (1, 4269.03564453125)]","[(0, 15655.416015625), (1, 15625.033203125)]","[(0, 1992.765380859375), (1, 1609.5377197265625)]","[(0, 4662.16015625), (1, 3900.328369140625)]","[(0, 4032.466796875), (1, 3762.025390625)]","[(0, 7670.41162109375), (1, 6570.56298828125)]"
2,"[(0, 2579.52734375), (1, 2907.06103515625)]","[(0, 4256.9287109375), (1, 2976.2353515625)]","[(0, 2514.867919921875), (1, 2296.92041015625)]","[(0, 2077.314208984375), (1, 1599.8671875)]","[(0, 1485.6978759765625), (1, 1113.423583984375)]","[(0, 1823.4443359375), (1, 842.1359252929688)]","[(0, 4429.96435546875), (1, 3614.98681640625)]","[(0, 4833.5126953125), (1, 3764.846435546875)]","[(0, 11506.8037109375), (1, 4462.46533203125)]","[(0, 77096.0703125), (1, 114151.9375)]","[(0, 6278.05126953125), (1, 5330.9541015625)]","[(0, 6921.82568359375), (1, 4246.3740234375)]","[(0, 8576.6357421875), (1, 10283.7119140625)]","[(0, 3792.99951171875), (1, 3229.735107421875)]","[(0, 4764.751953125), (1, 3147.3603515625)]","[(0, 5368.43212890625), (1, 4489.25)]","[(0, 5156.81689453125), (1, 5551.3828125)]","[(0, 2628.615966796875), (1, 2381.164306640625)]","[(0, 3486.15673828125), (1, 2982.647216796875)]","[(0, 9773.029296875), (1, 10982.0673828125)]","[(0, 6240.96240234375), (1, 5698.16015625)]","[(0, 2585.689697265625), (1, 2317.10107421875)]","[(0, 2675.87109375), (1, 3512.60107421875)]"
3,"[(0, 5193.99658203125), (1, 4142.07373046875)]","[(0, 3015.576171875), (1, 2063.286376953125)]","[(0, 2469.479736328125), (1, 2228.31005859375)]","[(0, 3052.33935546875), (1, 2300.8076171875)]","[(0, 6309.4541015625), (1, 4839.09814453125)]","[(0, 5412.9267578125), (1, 2408.558349609375)]","[(0, 3578.95166015625), (1, 3943.85888671875)]","[(0, 9719.158203125), (1, 4637.81884765625)]","[(0, 9861.9931640625), (1, 3079.0732421875)]","[(0, 47128.0625), (1, 35487.046875)]","[(0, 11029.845703125), (1, 9242.0791015625)]","[(0, 9094.005859375), (1, 2934.830810546875)]","[(0, 7029.58154296875), (1, 8506.142578125)]","[(0, 4181.07080078125), (1, 4046.964111328125)]","[(0, 6441.67626953125), (1, 3892.903564453125)]","[(0, 3311.3779296875), (1, 3536.8876953125)]","[(0, 3502.098388671875), (1, 3841.5185546875)]","[(0, 3267.95263671875), (1, 3994.307373046875)]","[(0, 6697.146484375), (1, 4178.7744140625)]","[(0, 11033.001953125), (1, 36706.90625)]","[(0, 4259.0888671875), (1, 3695.1416015625)]","[(0, 3561.912841796875), (1, 3167.3720703125)]","[(0, 2381.43212890625), (1, 3365.90234375)]"
4,"[(0, 3141.141357421875), (1, 2405.49853515625)]","[(0, 4931.7890625), (1, 7018.0205078125)]","[(0, 2387.7041015625), (1, 2600.128173828125)]","[(0, 3093.610595703125), (1, 2319.706787109375)]","[(0, 6053.63427734375), (1, 4859.8916015625)]","[(0, 1329.9071044921875), (1, 743.8864135742188)]","[(0, 7930.40478515625), (1, 5986.1953125)]","[(0, 5969.81005859375), (1, 3572.77880859375)]","[(0, 12709.2294921875), (1, 4722.5849609375)]","[(0, 12327.8330078125), (1, 9127.822265625)]","[(0, 6076.81787109375), (1, 6173.7734375)]","[(0, 8214.2685546875), (1, 4510.10986328125)]","[(0, 5106.85302734375), (1, 5881.58544921875)]","[(0, 1925.7352294921875), (1, 2394.554443359375)]","[(0, 5670.39990234375), (1, 5691.56689453125)]","[(0, 6183.6201171875), (1, 4449.9287109375)]","[(0, 4989.10498046875), (1, 4845.31396484375)]","[(0, 2037.3907470703125), (1, 1922.9678955078125)]","[(0, 2962.891357421875), (1, 2724.0615234375)]","[(0, 8758.8076171875), (1, 6386.60498046875)]","[(0, 2644.582763671875), (1, 2299.848876953125)]","[(0, 3209.50390625), (1, 2416.564208984375)]","[(0, 4620.85693359375), (1, 7763.767578125)]"
5,"[(0, 3661.647705078125), (1, 3748.126953125)]","[(0, 3602.950927734375), (1, 5252.947265625)]","[(0, 2400.07568359375), (1, 2643.454345703125)]","[(0, 3698.621337890625), (1, 2759.60546875)]","[(0, 5615.6689453125), (1, 3844.186767578125)]","[(0, 2085.628662109375), (1, 1027.46240234375)]","[(0, 4023.132568359375), (1, 4075.869873046875)]","[(0, 9939.8916015625), (1, 6129.57958984375)]","[(0, 9374.2646484375), (1, 3295.616455078125)]","[(0, 54467.90625), (1, 38018.234375)]","[(0, 6404.298828125), (1, 6332.75390625)]","[(0, 8405.1513671875), (1, 3168.650146484375)]","[(0, 4111.08642578125), (1, 4794.2568359375)]","[(0, 3847.79931640625), (1, 3916.729248046875)]","[(0, 5451.30322265625), (1, 5548.10107421875)]","[(0, 2851.287353515625), (1, 3128.382080078125)]","[(0, 3492.905517578125), (1, 3373.406005859375)]","[(0, 3087.4091796875), (1, 2737.444580078125)]","[(0, 14485.1083984375), (1, 13016.875)]","[(0, 7476.52392578125), (1, 14342.986328125)]","[(0, 1629.3011474609375), (1, 1405.4310302734375)]","[(0, 3460.89794921875), (1, 2563.904541015625)]","[(0, 1249.03369140625), (1, 1191.0517578125)]"
6,"[(0, 1950.5072021484375), (1, 2138.470703125)]","[(0, 6448.46826171875), (1, 8958.388671875)]","[(0, 2935.05615234375), (1, 3203.400146484375)]","[(0, 1761.08984375), (1, 1344.0677490234375)]","[(0, 892.9315795898438), (1, 1092.8427734375)]","[(0, 1922.8798828125), (1, 1008.6595458984375)]","[(0, 5929.24755859375), (1, 6079.6171875)]","[(0, 10554.544921875), (1, 3926.10107421875)]","[(0, 7907.326171875), (1, 3487.443603515625)]","[(0, 34560.91015625), (1, 71927.6015625)]","[(0, 5599.90869140625), (1, 5487.9052734375)]","[(0, 11165.056640625), (1, 5607.123046875)]","[(0, 6720.4990234375), (1, 6657.302734375)]","[(0, 5322.97265625), (1, 6743.34814453125)]","[(0, 7971.373046875), (1, 6729.20849609375)]","[(0, 9185.220703125), (1, 8908.837890625)]","[(0, 4466.55712890625), (1, 3912.827880859375)]","[(0, 3222.818359375), (1, 3677.623291015625)]","[(0, 5741.53759765625), (1, 3849.12060546875)]","[(0, 7136.36767578125), (1, 6789.68115234375)]","[(0, 5751.16064453125), (1, 4904.70166015625)]","[(0, 2882.28076171875), (1, 1993.5845947265625)]","[(0, 4542.4541015625), (1, 4379.20947265625)]"
7,"[(0, 5880.66552734375), (1, 4669.26171875)]","[(0, 4564.47900390625), (1, 6587.0693359375)]","[(0, 2984.061279296875), (1, 3275.006591796875)]","[(0, 3839.7861328125), (1, 4973.36669921875)]","[(0, 719.4790649414062), (1, 950.2265014648438)]","[(0, 2401.89501953125), (1, 1121.6614990234375)]","[(0, 3875.282958984375), (1, 3890.0087890625)]","[(0, 9497.75390625), (1, 2182.72265625)]","[(0, 10194.67578125), (1, 1945.219482421875)]","[(0, 30590.78125), (1, 43937.27734375)]","[(0, 5659.314453125), (1, 5522.69921875)]","[(0, 9137.150390625), (1, 3426.268310546875)]","[(0, 5935.7880859375), (1, 5975.6083984375)]","[(0, 9951.5576171875), (1, 11123.5859375)]","[(0, 6295.26416015625), (1, 5224.09619140625)]","[(0, 5303.0048828125), (1, 6457.42236328125)]","[(0, 3231.48486328125), (1, 2806.482666015625)]","[(0, 2590.25439453125), (1, 3711.759033203125)]","[(0, 4230.36767578125), (1, 2272.616943359375)]","[(0, 8742.92578125), (1, 17412.990234375)]","[(0, 2130.060302734375), (1, 1826.8863525390625)]","[(0, 3028.952392578125), (1, 2132.96630859375)]","[(0, 5492.345703125), (1, 9777.1875)]"
8,"[(0, 3166.65625), (1, 3976.413330078125)]","[(0, 5493.72314453125), (1, 6337.81103515625)]","[(0, 3640.387451171875), (1, 3199.45556640625)]","[(0, 1829.3934326171875), (1, 2391.010498046875)]","[(0, 801.55908203125), (1, 1052.5946044921875)]","[(0, 2341.26953125), (1, 1181.8973388671875)]","[(0, 3233.70166015625), (1, 3101.009765625)]","[(0, 8994.376953125), (1, 5032.4130859375)]","[(0, 11054.181640625), (1, 3988.220947265625)]","[(0, 5253.3779296875), (1, 5660.3505859375)]","[(0, 2235.44580078125), (1, 3426.918212890625)]","[(0, 6553.83447265625), (1, 3868.3486328125)]","[(0, 16106.1484375), (1, 16010.9990234375)]","[(0, 2152.160888671875), (1, 2806.811767578125)]","[(0, 4875.861328125), (1, 3872.419677734375)]","[(0, 10701.294921875), (1, 10090.7802734375)]","[(0, 3404.26025390625), (1, 3145.865966796875)]","[(0, 1843.2896728515625), (1, 2170.581298828125)]","[(0, 2301.14208984375), (1, 2410.262451171875)]","[(0, 5187.07177734375), (1, 4278.24658203125)]","[(0, 4095.019775390625), (1, 3679.8056640625)]","[(0, 2464.62255859375), (1, 2706.495849609375)]","[(0, 1737.0230712890625), (1, 2450.84423828125)]"
9,"[(0, 6824.65869140625), (1, 6408.55078125)]","[(0, 3991.443603515625), (1, 4383.0703125)]","[(0, 5436.04052734375), (1, 4696.07861328125)]","[(0, 1965.2176513671875), (1, 2490.62060546875)]","[(0, 3270.44384765625), (1, 4206.1826171875)]","[(0, 2544.17529296875), (1, 1215.8203125)]","[(0, 3219.6328125), (1, 3451.38916015625)]","[(0, 10019.791015625), (1, 3771.78955078125)]","[(0, 4486.15185546875), (1, 2863.495361328125)]","[(0, 17480.958984375), (1, 20738.927734375)]","[(0, 2755.842041015625), (1, 3671.697265625)]","[(0, 6979.96728515625), (1, 3391.21484375)]","[(0, 17304.458984375), (1, 17156.68359375)]","[(0, 3938.13818359375), (1, 4482.1103515625)]","[(0, 5606.1123046875), (1, 4431.857421875)]","[(0, 6738.17333984375), (1, 6965.64404296875)]","[(0, 2535.883544921875), (1, 2339.04345703125)]","[(0, 2818.750244140625), (1, 3386.10546875)]","[(0, 3237.778076171875), (1, 2539.908447265625)]","[(0, 4209.68994140625), (1, 5926.19482421875)]","[(0, 2047.5987548828125), (1, 1798.3074951171875)]","[(0, 2503.9873046875), (1, 2798.933349609375)]","[(0, 5192.50146484375), (1, 4306.09375)]"
