,best
agreement_determiner_noun-across_1_adjective,0.5055
agreement_determiner_noun-between_neighbors,0.5495
agreement_subject_verb-across_prepositional_phrase,0.5065
agreement_subject_verb-across_relative_clause,0.5055
agreement_subject_verb-in_question_with_aux,0.504
agreement_subject_verb-in_simple_question,0.4965
anaphor_agreement-pronoun_gender,0.5155
argument_structure-dropped_argument,0.827
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.591
binding-principle_a,0.332
case-subjective_pronoun,1.0
ellipsis-n_bar,0.15
filler-gap-wh_question_object,0.511
filler-gap-wh_question_subject,0.976
irregular-verb,0.6625
island-effects-adjunct_island,0.591
island-effects-coordinate_structure_constraint,0.397
local_attractor-in_question_with_aux,0.772
npi_licensing-matrix_question,0.6545
npi_licensing-only_npi_licensor,0.567
quantifiers-existential_there,0.657
quantifiers-superlative,0.312
