,best
agreement_determiner_noun-across_1_adjective,0.487
agreement_determiner_noun-between_neighbors,0.4665
agreement_subject_verb-across_prepositional_phrase,0.5025
agreement_subject_verb-across_relative_clause,0.505
agreement_subject_verb-in_question_with_aux,0.498
agreement_subject_verb-in_simple_question,0.498
anaphor_agreement-pronoun_gender,0.499
argument_structure-dropped_argument,0.478
argument_structure-swapped_arguments,0.4135
argument_structure-transitive,0.5505
binding-principle_a,0.582
case-subjective_pronoun,0.211
ellipsis-n_bar,0.2535
filler-gap-wh_question_object,0.348
filler-gap-wh_question_subject,0.5915
irregular-verb,0.491
island-effects-adjunct_island,0.2205
island-effects-coordinate_structure_constraint,0.6615
local_attractor-in_question_with_aux,0.573
npi_licensing-matrix_question,0.645
npi_licensing-only_npi_licensor,1.0
quantifiers-existential_there,0.4915
quantifiers-superlative,0.4305
