,best
agreement_determiner_noun-across_1_adjective,0.494
agreement_determiner_noun-between_neighbors,0.4295
agreement_subject_verb-across_prepositional_phrase,0.5015
agreement_subject_verb-across_relative_clause,0.497
agreement_subject_verb-in_question_with_aux,0.4545
agreement_subject_verb-in_simple_question,0.4895
anaphor_agreement-pronoun_gender,0.529
argument_structure-dropped_argument,0.7415
argument_structure-swapped_arguments,0.981
argument_structure-transitive,0.508
binding-principle_a,0.437
case-subjective_pronoun,0.8985
ellipsis-n_bar,0.1455
filler-gap-wh_question_object,0.236
filler-gap-wh_question_subject,1.0
irregular-verb,0.5055
island-effects-adjunct_island,0.441
island-effects-coordinate_structure_constraint,0.622
local_attractor-in_question_with_aux,0.7755
npi_licensing-matrix_question,0.5965
npi_licensing-only_npi_licensor,0.7705
quantifiers-existential_there,0.7775
quantifiers-superlative,0.154
