,agreement_determiner_noun-across_1_adjective,agreement_determiner_noun-between_neighbors,agreement_subject_verb-across_prepositional_phrase,agreement_subject_verb-across_relative_clause,agreement_subject_verb-in_question_with_aux,agreement_subject_verb-in_simple_question,anaphor_agreement-pronoun_gender,argument_structure-dropped_argument,argument_structure-swapped_arguments,argument_structure-transitive,binding-principle_a,case-subjective_pronoun,ellipsis-n_bar,filler-gap-wh_question_object,filler-gap-wh_question_subject,irregular-verb,island-effects-adjunct_island,island-effects-coordinate_structure_constraint,local_attractor-in_question_with_aux,npi_licensing-matrix_question,npi_licensing-only_npi_licensor,quantifiers-existential_there,quantifiers-superlative
0,"[(0, 465.3413391113281), (1, 300.6639404296875)]","[(0, 873.1989135742188), (1, 831.328369140625)]","[(0, 921.6242065429688), (1, 884.2977905273438)]","[(0, 1443.1380615234375), (1, 1065.2440185546875)]","[(0, 675.1951904296875), (1, 592.2476806640625)]","[(0, 463.14825439453125), (1, 204.42037963867188)]","[(0, 6989.5595703125), (1, 6025.08447265625)]","[(0, 1099.9224853515625), (1, 567.17138671875)]","[(0, 3174.91455078125), (1, 2389.976806640625)]","[(0, 9526.146484375), (1, 8474.8076171875)]","[(0, 3503.203857421875), (1, 4736.20654296875)]","[(0, 2416.55712890625), (1, 919.8192749023438)]","[(0, 4807.4560546875), (1, 6449.2001953125)]","[(0, 1181.798095703125), (1, 1599.248046875)]","[(0, 3527.637451171875), (1, 1982.0615234375)]","[(0, 1033.7906494140625), (1, 906.715087890625)]","[(0, 3088.5400390625), (1, 2694.642333984375)]","[(0, 2045.6810302734375), (1, 2206.322509765625)]","[(0, 1067.030029296875), (1, 1215.019287109375)]","[(0, 1188.29248046875), (1, 1150.8564453125)]","[(0, 3684.693603515625), (1, 3804.6689453125)]","[(0, 1318.1717529296875), (1, 1254.3594970703125)]","[(0, 722.8411254882812), (1, 662.1707763671875)]"
1,"[(0, 1507.2762451171875), (1, 1189.0650634765625)]","[(0, 827.4715576171875), (1, 761.6611938476562)]","[(0, 854.0294799804688), (1, 834.8491821289062)]","[(0, 668.9125366210938), (1, 482.65643310546875)]","[(0, 536.802978515625), (1, 404.6087951660156)]","[(0, 336.4796447753906), (1, 139.8773956298828)]","[(0, 4847.2412109375), (1, 5130.50439453125)]","[(0, 971.0073852539062), (1, 669.5789184570312)]","[(0, 1326.8193359375), (1, 790.2975463867188)]","[(0, 8881.0478515625), (1, 7526.33642578125)]","[(0, 3954.60400390625), (1, 4589.123046875)]","[(0, 2072.124267578125), (1, 785.9390258789062)]","[(0, 5254.25439453125), (1, 4675.3486328125)]","[(0, 1371.3341064453125), (1, 1849.0179443359375)]","[(0, 4320.00048828125), (1, 2274.01318359375)]","[(0, 1016.8793334960938), (1, 1007.3564453125)]","[(0, 1858.01708984375), (1, 1601.698486328125)]","[(0, 1821.1998291015625), (1, 2248.871826171875)]","[(0, 4387.21435546875), (1, 4594.2900390625)]","[(0, 902.2869262695312), (1, 1018.6133422851562)]","[(0, 1274.05322265625), (1, 1274.5009765625)]","[(0, 1538.0118408203125), (1, 1574.5711669921875)]","[(0, 3547.7080078125), (1, 2928.00537109375)]"
2,"[(0, 506.7497863769531), (1, 502.31060791015625)]","[(0, 842.7183837890625), (1, 740.921630859375)]","[(0, 901.0933837890625), (1, 875.4255981445312)]","[(0, 820.65478515625), (1, 628.8798217773438)]","[(0, 799.0007934570312), (1, 606.6001586914062)]","[(0, 392.91162109375), (1, 195.6950225830078)]","[(0, 1027.7054443359375), (1, 823.4535522460938)]","[(0, 683.9181518554688), (1, 633.3357543945312)]","[(0, 1796.3055419921875), (1, 1213.0059814453125)]","[(0, 4191.53466796875), (1, 7002.5302734375)]","[(0, 4071.45654296875), (1, 4154.26171875)]","[(0, 2334.05517578125), (1, 831.1678466796875)]","[(0, 3901.0537109375), (1, 3133.759765625)]","[(0, 1168.275390625), (1, 1071.4207763671875)]","[(0, 3040.358154296875), (1, 1789.396240234375)]","[(0, 1437.76416015625), (1, 838.3964233398438)]","[(0, 5492.20947265625), (1, 5470.14013671875)]","[(0, 1158.4869384765625), (1, 1231.451904296875)]","[(0, 1306.797119140625), (1, 1265.0128173828125)]","[(0, 2620.610107421875), (1, 4306.36865234375)]","[(0, 2559.36669921875), (1, 2476.344970703125)]","[(0, 1934.2064208984375), (1, 1667.853759765625)]","[(0, 921.5468139648438), (1, 1429.7467041015625)]"
3,"[(0, 1360.7991943359375), (1, 869.645751953125)]","[(0, 697.19970703125), (1, 608.9191284179688)]","[(0, 812.0230102539062), (1, 800.372802734375)]","[(0, 743.2266235351562), (1, 553.274169921875)]","[(0, 2135.548095703125), (1, 1619.4935302734375)]","[(0, 3727.224853515625), (1, 1375.292724609375)]","[(0, 613.7921142578125), (1, 724.2639770507812)]","[(0, 1709.6624755859375), (1, 1077.540771484375)]","[(0, 3441.7353515625), (1, 866.2379760742188)]","[(0, 7598.55078125), (1, 8152.7470703125)]","[(0, 5148.18798828125), (1, 4262.42919921875)]","[(0, 2105.278564453125), (1, 1221.7987060546875)]","[(0, 3543.805908203125), (1, 2839.70654296875)]","[(0, 968.7846069335938), (1, 1009.8737182617188)]","[(0, 3679.710693359375), (1, 2169.9404296875)]","[(0, 856.9383544921875), (1, 1095.444091796875)]","[(0, 3190.6162109375), (1, 3306.641357421875)]","[(0, 1727.065185546875), (1, 1878.8917236328125)]","[(0, 1605.1298828125), (1, 1542.9415283203125)]","[(0, 1708.7308349609375), (1, 5386.20166015625)]","[(0, 1668.8465576171875), (1, 1559.9080810546875)]","[(0, 2075.849853515625), (1, 1707.0484619140625)]","[(0, 1052.519775390625), (1, 1783.2293701171875)]"
4,"[(0, 569.02099609375), (1, 379.3363037109375)]","[(0, 1064.7047119140625), (1, 1067.947265625)]","[(0, 1044.0128173828125), (1, 1133.074462890625)]","[(0, 760.0337524414062), (1, 563.1879272460938)]","[(0, 1839.002685546875), (1, 1542.563232421875)]","[(0, 575.984130859375), (1, 295.949951171875)]","[(0, 4183.6396484375), (1, 4393.07177734375)]","[(0, 1160.2052001953125), (1, 855.7774658203125)]","[(0, 1505.4503173828125), (1, 708.3428344726562)]","[(0, 7966.85107421875), (1, 4108.3232421875)]","[(0, 2236.047119140625), (1, 2624.93994140625)]","[(0, 2779.66748046875), (1, 690.9420166015625)]","[(0, 2418.83642578125), (1, 2414.218994140625)]","[(0, 681.0338745117188), (1, 1060.8814697265625)]","[(0, 2462.32373046875), (1, 1856.4486083984375)]","[(0, 629.145263671875), (1, 590.731689453125)]","[(0, 3031.86572265625), (1, 2770.93212890625)]","[(0, 1384.0899658203125), (1, 963.6779174804688)]","[(0, 1086.306396484375), (1, 1035.2711181640625)]","[(0, 4164.51611328125), (1, 3469.751708984375)]","[(0, 1332.4525146484375), (1, 1216.3350830078125)]","[(0, 1213.151611328125), (1, 932.9185791015625)]","[(0, 1751.9927978515625), (1, 4119.46923828125)]"
5,"[(0, 1529.4114990234375), (1, 1143.7335205078125)]","[(0, 962.6536865234375), (1, 1026.700439453125)]","[(0, 967.2835693359375), (1, 1034.61474609375)]","[(0, 916.8053588867188), (1, 691.0161743164062)]","[(0, 1869.9501953125), (1, 1421.662841796875)]","[(0, 1392.8365478515625), (1, 537.22216796875)]","[(0, 3231.611572265625), (1, 3282.263916015625)]","[(0, 1679.002685546875), (1, 978.083740234375)]","[(0, 2986.224853515625), (1, 1057.29296875)]","[(0, 8331.6494140625), (1, 6043.85107421875)]","[(0, 3630.495849609375), (1, 3875.711669921875)]","[(0, 2034.5113525390625), (1, 1182.4305419921875)]","[(0, 2964.728515625), (1, 2890.175048828125)]","[(0, 1211.720703125), (1, 1463.312255859375)]","[(0, 2688.591796875), (1, 2072.410888671875)]","[(0, 825.462890625), (1, 623.9608154296875)]","[(0, 1929.4864501953125), (1, 1630.9093017578125)]","[(0, 1302.534912109375), (1, 1078.0325927734375)]","[(0, 4022.096923828125), (1, 4179.806640625)]","[(0, 1687.1671142578125), (1, 6239.701171875)]","[(0, 726.8019409179688), (1, 655.4012451171875)]","[(0, 1736.0848388671875), (1, 1256.0263671875)]","[(0, 430.3265075683594), (1, 456.1441650390625)]"
6,"[(0, 507.17596435546875), (1, 465.0760498046875)]","[(0, 1089.862060546875), (1, 1030.85595703125)]","[(0, 1088.1334228515625), (1, 1141.8404541015625)]","[(0, 530.8911743164062), (1, 400.34368896484375)]","[(0, 768.60302734375), (1, 873.4408569335938)]","[(0, 662.7838745117188), (1, 306.4110107421875)]","[(0, 2274.702880859375), (1, 2351.72216796875)]","[(0, 2064.613037109375), (1, 1397.724609375)]","[(0, 1573.26904296875), (1, 939.76708984375)]","[(0, 7069.6982421875), (1, 7445.72119140625)]","[(0, 2191.12548828125), (1, 2382.494140625)]","[(0, 4131.7255859375), (1, 2355.7548828125)]","[(0, 1469.0108642578125), (1, 2638.6083984375)]","[(0, 2288.6572265625), (1, 3206.73193359375)]","[(0, 3466.1533203125), (1, 1503.7578125)]","[(0, 3450.704345703125), (1, 2913.608642578125)]","[(0, 3012.55517578125), (1, 4223.99072265625)]","[(0, 1577.41162109375), (1, 1605.671875)]","[(0, 1402.950927734375), (1, 1534.246826171875)]","[(0, 2682.53076171875), (1, 2818.813232421875)]","[(0, 1267.7615966796875), (1, 1364.1417236328125)]","[(0, 2007.1195068359375), (1, 1530.9779052734375)]","[(0, 1447.606201171875), (1, 1210.4716796875)]"
7,"[(0, 1500.31494140625), (1, 1005.0817260742188)]","[(0, 916.2787475585938), (1, 910.6007690429688)]","[(0, 983.99951171875), (1, 1024.2877197265625)]","[(0, 1233.1483154296875), (1, 1662.1160888671875)]","[(0, 454.2252502441406), (1, 588.5908813476562)]","[(0, 602.9429321289062), (1, 287.25201416015625)]","[(0, 1497.8280029296875), (1, 1533.68212890625)]","[(0, 2188.36572265625), (1, 467.33624267578125)]","[(0, 2898.6865234375), (1, 1017.735595703125)]","[(0, 3700.646728515625), (1, 3243.95947265625)]","[(0, 3521.845703125), (1, 3850.6259765625)]","[(0, 1585.2159423828125), (1, 677.9735717773438)]","[(0, 1549.8594970703125), (1, 2113.403564453125)]","[(0, 3432.920654296875), (1, 3906.50048828125)]","[(0, 2936.852294921875), (1, 1284.522216796875)]","[(0, 3099.8447265625), (1, 3469.635986328125)]","[(0, 1927.77490234375), (1, 2613.581787109375)]","[(0, 1205.791015625), (1, 1869.51611328125)]","[(0, 1027.5648193359375), (1, 970.6629028320312)]","[(0, 2930.794677734375), (1, 4937.501953125)]","[(0, 899.084716796875), (1, 931.8038940429688)]","[(0, 1642.53173828125), (1, 1363.82373046875)]","[(0, 2200.998046875), (1, 5012.65576171875)]"
8,"[(0, 445.0363464355469), (1, 554.8175659179688)]","[(0, 1385.3907470703125), (1, 1416.3797607421875)]","[(0, 1180.719482421875), (1, 1035.423583984375)]","[(0, 528.3599853515625), (1, 721.0238647460938)]","[(0, 617.4641723632812), (1, 788.9865112304688)]","[(0, 506.2698669433594), (1, 228.3569793701172)]","[(0, 1763.8143310546875), (1, 1682.132080078125)]","[(0, 2205.435791015625), (1, 1224.0333251953125)]","[(0, 1333.2991943359375), (1, 665.8727416992188)]","[(0, 1226.1661376953125), (1, 1589.666748046875)]","[(0, 823.522705078125), (1, 938.6755981445312)]","[(0, 1931.594482421875), (1, 988.644775390625)]","[(0, 6884.6162109375), (1, 6623.1318359375)]","[(0, 914.6618041992188), (1, 1251.5323486328125)]","[(0, 3790.07421875), (1, 2466.780029296875)]","[(0, 4638.048828125), (1, 4008.560302734375)]","[(0, 2131.901611328125), (1, 2403.66162109375)]","[(0, 825.301513671875), (1, 927.9317626953125)]","[(0, 1802.6138916015625), (1, 1804.739013671875)]","[(0, 1198.598388671875), (1, 2090.536376953125)]","[(0, 1707.990478515625), (1, 1695.7650146484375)]","[(0, 1147.374267578125), (1, 867.2832641601562)]","[(0, 645.0278930664062), (1, 988.20458984375)]"
9,"[(0, 1604.3707275390625), (1, 1868.84765625)]","[(0, 1391.993896484375), (1, 1282.243896484375)]","[(0, 1430.7513427734375), (1, 1276.1630859375)]","[(0, 688.2677001953125), (1, 887.7308959960938)]","[(0, 1692.2174072265625), (1, 2220.384765625)]","[(0, 631.3189086914062), (1, 319.8494567871094)]","[(0, 1620.0225830078125), (1, 1722.85546875)]","[(0, 2649.867919921875), (1, 1278.7025146484375)]","[(0, 1360.960205078125), (1, 945.5804443359375)]","[(0, 2470.042724609375), (1, 3023.1318359375)]","[(0, 763.0454711914062), (1, 859.6895141601562)]","[(0, 1777.5830078125), (1, 679.1509399414062)]","[(0, 7513.80029296875), (1, 7164.7421875)]","[(0, 1193.845947265625), (1, 1466.34716796875)]","[(0, 4692.814453125), (1, 2818.6962890625)]","[(0, 3477.141845703125), (1, 3432.92724609375)]","[(0, 1245.267578125), (1, 1299.50634765625)]","[(0, 1373.7655029296875), (1, 1581.291748046875)]","[(0, 2964.38623046875), (1, 1710.16064453125)]","[(0, 1026.5814208984375), (1, 1276.702880859375)]","[(0, 744.8685913085938), (1, 679.7516479492188)]","[(0, 1356.84228515625), (1, 995.32421875)]","[(0, 1888.7088623046875), (1, 1557.438232421875)]"
