,best
agreement_determiner_noun-across_1_adjective,0.543
agreement_determiner_noun-between_neighbors,0.6115
agreement_subject_verb-across_prepositional_phrase,0.527
agreement_subject_verb-across_relative_clause,0.503
agreement_subject_verb-in_question_with_aux,0.514
agreement_subject_verb-in_simple_question,0.5075
anaphor_agreement-pronoun_gender,0.5385
argument_structure-dropped_argument,0.801
argument_structure-swapped_arguments,0.9945
argument_structure-transitive,0.673
binding-principle_a,0.4035
case-subjective_pronoun,0.9995
ellipsis-n_bar,0.263
filler-gap-wh_question_object,0.5275
filler-gap-wh_question_subject,0.991
irregular-verb,0.808
island-effects-adjunct_island,0.699
island-effects-coordinate_structure_constraint,0.3485
local_attractor-in_question_with_aux,0.6875
npi_licensing-matrix_question,0.5655
npi_licensing-only_npi_licensor,1.0
quantifiers-existential_there,0.749
quantifiers-superlative,0.1945
