,best
agreement_determiner_noun-across_1_adjective,0.516
agreement_determiner_noun-between_neighbors,0.506
agreement_subject_verb-across_prepositional_phrase,0.4925
agreement_subject_verb-across_relative_clause,0.4875
agreement_subject_verb-in_question_with_aux,0.499
agreement_subject_verb-in_simple_question,0.501
anaphor_agreement-pronoun_gender,0.5165
argument_structure-dropped_argument,0.9085
argument_structure-swapped_arguments,0.9965
argument_structure-transitive,0.501
binding-principle_a,0.432
case-subjective_pronoun,0.988
ellipsis-n_bar,0.247
filler-gap-wh_question_object,0.0955
filler-gap-wh_question_subject,1.0
irregular-verb,0.5035
island-effects-adjunct_island,0.5795
island-effects-coordinate_structure_constraint,0.2125
local_attractor-in_question_with_aux,0.7025
npi_licensing-matrix_question,0.449
npi_licensing-only_npi_licensor,1.0
quantifiers-existential_there,0.7115
quantifiers-superlative,0.4685
